dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.832004207934,0.744844515396,0.704595847671,0.718355657213
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.808004415306,0.72583012994,0.691968805768,0.704716720449
family,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.856935899046,0.70830375134,0.670208040954,0.684778942575
ghome,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.884567854194,0.672289850439,0.609518727289,0.627970259024
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.83207515705,0.745142283254,0.704695774068,0.718529368371
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.808104986174,0.725906873816,0.692057047133,0.704797249089
family,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.856935899046,0.70830375134,0.670208040954,0.684778942575
ghome,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.884607650134,0.672135204635,0.610471077669,0.628884620903
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.832003311357,0.744844766558,0.70461466553,0.718367541021
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.808071202391,0.725995152612,0.692027066938,0.704829448403
family,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.856879080864,0.708307856653,0.670022855769,0.684670356644
ghome,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.884606168371,0.672492291958,0.61041155386,0.628707857151
