dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800095156692,0.742232165592,0.656511282436,0.678716687556
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761561189903,0.688670405034,0.628032101917,0.647123470153
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654387629027,0.627200553558,0.637211914767
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858579835313,0.604013345829,0.555130206286,0.571215188745
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800024207575,0.742237536174,0.656493773825,0.678705928011
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761527406119,0.688490908177,0.627956530491,0.646962924333
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654347712316,0.627200553558,0.637200487117
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858618149489,0.604265687101,0.55513666922,0.571272294353
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800234365194,0.74237768006,0.656641207389,0.67884737512
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761527406119,0.688715475374,0.628234726639,0.647286508412
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654260477182,0.627200553558,0.637174189392
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858426578608,0.603259049666,0.554519095175,0.570496356965
