id,name,prefix,chi2,chi2_rank,clf_weight,clf_weight_rank
22188,7,b'7-syntactic_feature__subj_word__next_system_utterance__account',11.8754,1730,1.0000,0
9036,5,b'5-phrase_feature__noun_phrases__next_system_utterance__original_motion_picture',13.0816,1583,0.3905,1
23805,10.2.1,b'10.2.1-d2v_similarity.next_user_utterance_pairs__cosine',0.0000,2959,0.3481,2
11208,5,b'5-phrase_feature__noun_phrases__next_system_utterance__traffic',14.5397,1522,0.3117,3
95,5,b'5-phrase_feature__next_noun_phrases__jaccard_similarity',0.0000,2645,0.2772,4
10030,5,b'5-phrase_feature__noun_phrases__next_system_utterance__rye_country',20.1402,1126,0.2642,5
49,1,b'1-utterance_length.next_system_utterance__utterance_length',392.8140,4,0.2128,6
8212,5,b'5-phrase_feature__noun_phrases__next_system_utterance__majestic',41.9590,315,0.2065,7
96,5,b'5-phrase_feature__noun_phrases__current_user_utterance__%',8.9816,2005,0.1959,8
21066,7,b'7-syntactic_feature__root_word__next_system_utterance__recal',15.6168,1401,0.1837,9
23352,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=230',0.0000,2805,0.1715,10
93,5,b'5-phrase_feature__next_noun_phrases__#overlap',0.0000,2643,0.1673,11
23294,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=179',0.0000,2748,0.1579,12
94,5,b'5-phrase_feature__next_noun_phrases__have_overlap',0.0000,2644,0.1540,13
23406,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=28',0.0000,2149,0.1144,14
20895,7,b'7-syntactic_feature__root_word__next_system_utterance__know',726.7511,3,0.0974,15
23449,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=49',0.0000,2219,0.0968,16
23371,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=248',0.0000,2172,0.0894,17
6306,5,b'5-phrase_feature__noun_phrases__next_system_utterance__fahrenheit',10.2874,1794,0.0867,18
23222,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=113',0.0000,2911,0.0866,19
44,3,b'3-time_feature__end_of_session',110.1752,41,0.0865,20
23242,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=131',0.0000,2844,0.0827,21
7765,5,b'5-phrase_feature__noun_phrases__next_system_utterance__k2',25.3202,832,0.0826,22
22204,7,b'7-syntactic_feature__subj_word__next_system_utterance__answer',16.3956,1348,0.0816,23
10089,5,b'5-phrase_feature__noun_phrases__next_system_utterance__sandwich',41.9590,211,0.0812,24
23433,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=34',0.0000,2222,0.0796,25
23448,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=48',0.0000,2220,0.0757,26
23482,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=79',0.0000,2075,0.0724,27
11391,5,b'5-phrase_feature__noun_phrases__next_system_utterance__use_assistant',125.8770,33,0.0709,28
8742,5,b'5-phrase_feature__noun_phrases__next_system_utterance__network',23.1965,945,0.0698,29
23211,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=103',0.0000,2958,0.0697,30
23308,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=191',0.0000,2821,0.0697,31
19188,7,b'7-syntactic_feature__obj_word__next_system_utterance__direct',54.7192,141,0.0695,32
23310,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=193',0.0000,2823,0.0680,33
10,2.1,b'2.1-user_action_words.current_user_utterance__light',18.7604,1169,0.0668,34
20812,7,b'7-syntactic_feature__root_word__next_system_utterance__hi',13.0816,1603,0.0662,35
23721,10.1,b'10.1-d2v_feature.next_user_utterance__d2v_dim=293',0.0000,2255,0.0645,36
4331,5,b'5-phrase_feature__noun_phrases__next_system_utterance__anything',38.4891,664,0.0645,37
21017,7,b'7-syntactic_feature__root_word__next_system_utterance__pleas',62.3054,118,0.0638,38
20281,7,b'7-syntactic_feature__root_word__current_user_utterance__smart',12.4594,1657,0.0630,39
20351,7,b'7-syntactic_feature__root_word__current_user_utterance__volum',25.9891,801,0.0574,40
23215,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=107',0.0000,2930,0.0568,41
23493,10.1,b'10.1-d2v_feature.next_system_utterance__d2v_dim=89',0.0000,2058,0.0562,42
