dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.80427141175,0.723431042562,0.675752331693,0.691726402741
dstc3,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.781980086522,0.70159654139,0.669923686191,0.682070527949
family,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.843415996986,0.688068759029,0.643376986171,0.659704196744
ghome,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.877908596346,0.651859040854,0.60363190222,0.618126420427
