dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,5-lda,LR.pen=l1.C=2.000000,0.753397727476,0.687679985708,0.584060293999,0.601639096068
dstc3,next,5-lda,LR.pen=l1.C=2.000000,0.747941419142,0.671199674981,0.56512005289,0.582425408995
family,next,5-lda,LR.pen=l1.C=2.000000,0.824984618282,0.656554698122,0.593110854335,0.612696149309
ghome,next,5-lda,LR.pen=l1.C=2.000000,0.844974069135,0.576051223809,0.500534509119,0.524805398114
