dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.807182118671,0.752590745999,0.665703029705,0.688400446507
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.76921840157,0.699199972784,0.633169380419,0.653821145625
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.858013874937,0.704445445133,0.654507410636,0.673150616222
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.864734870134,0.636083458247,0.564668882463,0.589516285514
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.807147988978,0.753401078237,0.665675067326,0.688332785806
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.769321313888,0.69956790238,0.633687628848,0.654325182647
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.857844989955,0.704059315585,0.654306511027,0.672875178076
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.864848330899,0.636567155579,0.565859358653,0.590637568765
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.807147988978,0.751921962325,0.665652737078,0.688166648942
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.769286749621,0.699333446616,0.633437112817,0.65406763619
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.857846559518,0.704187910259,0.654241765264,0.672863827319
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.864849812663,0.635991319031,0.564857163579,0.589640175157
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.807113859285,0.75293015247,0.665308327316,0.687884762004
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.769388100972,0.699831305644,0.633804066362,0.654499473735
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.857958626318,0.704298321169,0.654422664873,0.673026890192
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.864734870134,0.636234048954,0.565000803367,0.589866769444
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.807007883899,0.751813096466,0.665535423646,0.688050166621
dstc3,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.769387320489,0.699668608167,0.633769352792,0.654400028247
family,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.857901808137,0.704247920802,0.654326511027,0.672946075272
ghome,next,15-[5+1.2.3.4],LR.pen=l1.C=1.000000,0.86477318431,0.635830234444,0.565013429629,0.589782193565
