dstc2100,dstc2,100,76,24,76.0000,24.0000
dstc2200,dstc2,200,141,59,70.5000,29.5000
dstc2300,dstc2,300,197,103,65.6667,34.3333
dstc2100,dstc2,100,76,24,76.0000,24.0000
dstc2200,dstc2,200,140,60,70.0000,30.0000
dstc2300,dstc2,300,196,104,65.3333,34.6667
dstc2100,dstc2,100,76,24,76.0000,24.0000
dstc2200,dstc2,200,139,61,69.5000,30.5000
dstc2300,dstc2,300,198,102,66.0000,34.0000
dstc2100,dstc2,100,76,24,76.0000,24.0000
dstc2200,dstc2,200,140,60,70.0000,30.0000
dstc2300,dstc2,300,197,103,65.6667,34.3333
dstc2100,dstc2,100,76,24,76.0000,24.0000
dstc2200,dstc2,200,140,60,70.0000,30.0000
dstc2300,dstc2,300,196,104,65.3333,34.6667
dstc3100,dstc3,100,77,23,77.0000,23.0000
dstc3200,dstc3,200,147,53,73.5000,26.5000
dstc3300,dstc3,300,199,101,66.3333,33.6667
dstc3100,dstc3,100,77,23,77.0000,23.0000
dstc3200,dstc3,200,147,53,73.5000,26.5000
dstc3300,dstc3,300,199,101,66.3333,33.6667
dstc3100,dstc3,100,77,23,77.0000,23.0000
dstc3200,dstc3,200,147,53,73.5000,26.5000
dstc3300,dstc3,300,199,101,66.3333,33.6667
dstc3100,dstc3,100,77,23,77.0000,23.0000
dstc3200,dstc3,200,147,53,73.5000,26.5000
dstc3300,dstc3,300,199,101,66.3333,33.6667
dstc3100,dstc3,100,77,23,77.0000,23.0000
dstc3200,dstc3,200,148,52,74.0000,26.0000
dstc3300,dstc3,300,200,100,66.6667,33.3333
family100,family,100,70,30,70.0000,30.0000
family200,family,200,119,81,59.5000,40.5000
family300,family,300,169,131,56.3333,43.6667
family100,family,100,70,30,70.0000,30.0000
family200,family,200,119,81,59.5000,40.5000
family300,family,300,168,132,56.0000,44.0000
family100,family,100,70,30,70.0000,30.0000
family200,family,200,119,81,59.5000,40.5000
family300,family,300,169,131,56.3333,43.6667
family100,family,100,70,30,70.0000,30.0000
family200,family,200,119,81,59.5000,40.5000
family300,family,300,169,131,56.3333,43.6667
family100,family,100,70,30,70.0000,30.0000
family200,family,200,120,80,60.0000,40.0000
family300,family,300,169,131,56.3333,43.6667
ghome100,ghome,100,62,38,62.0000,38.0000
ghome200,ghome,200,115,85,57.5000,42.5000
ghome300,ghome,300,161,139,53.6667,46.3333
ghome100,ghome,100,62,38,62.0000,38.0000
ghome200,ghome,200,115,85,57.5000,42.5000
ghome300,ghome,300,161,139,53.6667,46.3333
ghome100,ghome,100,62,38,62.0000,38.0000
ghome200,ghome,200,115,85,57.5000,42.5000
ghome300,ghome,300,160,140,53.3333,46.6667
ghome100,ghome,100,62,38,62.0000,38.0000
ghome200,ghome,200,115,85,57.5000,42.5000
ghome300,ghome,300,160,140,53.3333,46.6667
ghome100,ghome,100,62,38,62.0000,38.0000
ghome200,ghome,200,115,85,57.5000,42.5000
ghome300,ghome,300,161,139,53.6667,46.3333
