dstc2100,dstc2,100,0,100,0.0000,100.0000
dstc2200,dstc2,200,0,200,0.0000,100.0000
dstc2300,dstc2,300,0,300,0.0000,100.0000
dstc2500,dstc2,500,0,500,0.0000,100.0000
dstc2600,dstc2,600,0,600,0.0000,100.0000
dstc2700,dstc2,700,0,700,0.0000,100.0000
dstc2800,dstc2,800,0,800,0.0000,100.0000
dstc2900,dstc2,900,0,900,0.0000,100.0000
dstc3100,dstc3,100,0,100,0.0000,100.0000
dstc3200,dstc3,200,0,200,0.0000,100.0000
dstc3300,dstc3,300,0,300,0.0000,100.0000
dstc3500,dstc3,500,0,500,0.0000,100.0000
dstc3600,dstc3,600,0,600,0.0000,100.0000
dstc3700,dstc3,700,0,700,0.0000,100.0000
dstc3800,dstc3,800,0,800,0.0000,100.0000
dstc3900,dstc3,900,0,900,0.0000,100.0000
family100,family,100,0,100,0.0000,100.0000
family200,family,200,0,200,0.0000,100.0000
family300,family,300,0,300,0.0000,100.0000
family500,family,500,0,500,0.0000,100.0000
family600,family,600,0,600,0.0000,100.0000
family700,family,700,0,700,0.0000,100.0000
family800,family,800,0,800,0.0000,100.0000
family900,family,900,0,900,0.0000,100.0000
ghome100,ghome,100,0,100,0.0000,100.0000
ghome200,ghome,200,0,200,0.0000,100.0000
ghome300,ghome,300,0,300,0.0000,100.0000
ghome500,ghome,500,0,500,0.0000,100.0000
ghome600,ghome,600,0,600,0.0000,100.0000
ghome700,ghome,700,0,700,0.0000,100.0000
ghome800,ghome,800,0,800,0.0000,100.0000
ghome900,ghome,900,0,900,0.0000,100.0000
