dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,0-all,LR.pen=l1.C=1.000000,0.845008756567,0.799467381177,0.694942131676,0.723360589617
dstc3,next,0-all,LR.pen=l1.C=1.000000,0.789695945946,0.737394543547,0.691876897981,0.710265665329
family,next,0-all,LR.pen=l1.C=1.000000,0.875,0.765595980332,0.660121547132,0.68857539099
ghome,next,0-all,LR.pen=l1.C=1.000000,0.889846743295,0.588123992544,0.574016649546,0.578113211781
