dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=60.#feature=23310,Random forest.#tree=100,0.856843828981,0.681401522439,0.523132297438,0.551338149203,79.9013983925,0.732505432765
