dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=20.#feature=7470,LR.pen=l1.C=1,0.865359223927,0.650504724555,0.566257863233,0.585717469269,29.7848873377,0.00297920107841
