dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
family.#percent=0.#feature=242,LR.pen=l1.C=1,0.862552673944,0.763324019509,0.636319560555,0.665472824426,3.1323526144,0.000267855326335
