dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.828545573002,0.812130931275,0.664214057563,0.691677666568
dstc3,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.798160623495,0.781718233939,0.625442123271,0.651243002299
family,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.855666750377,0.758696913503,0.642724426957,0.676290746865
ghome,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.890195592811,0.716964014844,0.599837767817,0.638976315765
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.841291608638,0.817674970252,0.696823996509,0.724402641307
dstc3,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.813072763357,0.778791367648,0.676806779381,0.706414636635
family,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.876228967855,0.762657289846,0.688354498208,0.713631067563
ghome,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.893743993565,0.723324522513,0.620363346214,0.655322570501
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.842611847964,0.799595462721,0.708653797769,0.733820069655
dstc3,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.815699313175,0.764362633725,0.688393357537,0.713706263346
family,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.877306943747,0.758547866115,0.696176887024,0.718770932437
ghome,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.892656378993,0.72163366927,0.629589262614,0.662416218276
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.810592338452,0.756410157225,0.664624255656,0.688728544381
dstc3,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.779282289715,0.725288521264,0.649642039576,0.671448865777
family,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.874219927172,0.774264934365,0.666193417474,0.694085779826
ghome,next,9-[2+1.3.4],LR.pen=l1.C=2.000000,0.876841938147,0.662758934165,0.556143266386,0.569334076862
