dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800308900617,0.73609194478,0.660593268295,0.682136868561
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.758834849701,0.677634983211,0.628203820558,0.644427354713
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.83451594676,0.652837830269,0.626989065271,0.636264058769
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.859816049618,0.622488271257,0.567134521555,0.585224297292
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800343926887,0.73539130425,0.66032331874,0.68171657767
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.758698153599,0.677363860608,0.627669901601,0.64397437141
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834629583124,0.653001600837,0.627194250456,0.636467879141
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.859782180733,0.621735843877,0.566862470741,0.584788787976
