id	name	chi2	pval
1837	4.1-ngram.next_system_utterance__restaurant	10.8179	0.0128
1838	4.1-ngram.current_user_utterance__greek	10.8177	0.0128
1839	7-syntactic_feature__root_word__next_user_utterance__type	10.8058	0.0128
1840	5-phrase_feature__noun_phrases__next_user_utterance__kind	10.7990	0.0129
1841	4.1-ngram.next_system_utterance__market street	10.7699	0.0130
1842	6-entity_feature__entity__next_system_utterance__Royal_Standard_ORGANIZATION	10.7697	0.0130
1843	5-phrase_feature__noun_phrases__next_system_utterance__royal	10.7697	0.0130
1844	5-phrase_feature__noun_phrases__next_system_utterance__standard	10.7697	0.0130
1845	5-phrase_feature__noun_phrases__next_system_utterance__royal_standard	10.7697	0.0130
1846	8.1-lda_feature.next_user_utterance__topic_36	10.7665	0.0131
1847	6-entity_feature__entity__next_system_utterance__Caffe_Uno_ORGANIZATION	10.7424	0.0132
1848	5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb5	10.7362	0.0132
1849	5-phrase_feature__noun_phrases__next_system_utterance__cb5	10.7362	0.0132
1850	5-phrase_feature__noun_phrases__current_user_utterance__traditional_restaurant	10.7311	0.0133
1851	5-phrase_feature__noun_phrases__next_system_utterance__serving_drinks	10.7284	0.0133
1852	5-phrase_feature__noun_phrases__next_user_utterance__chinese_restaurant	10.7284	0.0133
1853	5-phrase_feature__noun_phrases__current_user_utterance__addonbrookes_area	10.7284	0.0133
1854	5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_drinks	10.7284	0.0133
1855	6-entity_feature__entity__next_system_utterance__337_NUMBER	10.6904	0.0135
1856	5-phrase_feature__noun_phrases__next_system_utterance__true_internet	10.6473	0.0138
1857	5-phrase_feature__noun_phrases__next_system_utterance__true_internet_connection	10.6473	0.0138
1858	7-syntactic_feature__root_word__next_system_utterance__Play	10.6473	0.0138
1859	4.1-ngram.next_system_utterance__milton	10.6453	0.0138
1860	4.1-ngram.next_user_utterance__number address	10.6440	0.0138
1861	4.1-ngram.next_user_utterance__phone number address	10.6440	0.0138
1862	7-syntactic_feature__subj_word__next_user_utterance__range	10.5747	0.0143
1863	4.1-ngram.next_user_utterance__lion	10.5595	0.0144
1864	4.1-ngram.next_user_utterance__lion lamb	10.5595	0.0144
1865	4.1-ngram.next_user_utterance__lamb	10.5595	0.0144
1866	7-syntactic_feature__subj_word__next_system_utterance__Shiraz	10.5576	0.0144
1867	7-syntactic_feature__root_word__next_system_utterance__Passage	10.5576	0.0144
1868	7-syntactic_feature__subj_word__next_system_utterance__Basement	10.5576	0.0144
1869	7-syntactic_feature__root_word__next_system_utterance__01223902103	10.5576	0.0144
1870	7-syntactic_feature__root_word__next_system_utterance__11	10.5576	0.0144
1871	5-phrase_feature__noun_phrases__next_system_utterance__phoenix	10.5576	0.0144
1872	6-entity_feature__entity__next_system_utterance__Phoenix_LOCATION	10.5576	0.0144
1873	7-syntactic_feature__root_word__next_system_utterance__37	10.5576	0.0144
1874	4.1-ngram.next_system_utterance__turkish	10.5563	0.0144
1875	7-syntactic_feature__obj_word__next_system_utterance__pounds	10.5478	0.0144
1876	5-phrase_feature__noun_phrases__next_system_utterance__burleigh	10.5417	0.0145
1877	5-phrase_feature__noun_phrases__next_system_utterance__burleigh_street	10.5417	0.0145
1878	4.1-ngram.next_system_utterance__area serving chinese	10.5191	0.0146
1879	7-syntactic_feature__root_word__next_user_utterance__have	10.5076	0.0147
1880	8.1-lda_feature.next_system_utterance__topic_4	10.5022	0.0147
1881	5-phrase_feature__noun_phrases__next_system_utterance__japanese_food	10.4783	0.0149
1882	7-syntactic_feature__root_word__current_user_utterance__expensive	10.4779	0.0149
1883	4.1-ngram.next_user_utterance__type	10.4686	0.0150
1884	4.1-ngram.next_user_utterance__address postcode	10.4679	0.0150
1885	4.1-ngram.next_user_utterance__english	10.4674	0.0150
1886	6-entity_feature__entity__next_system_utterance__Nanna_Mexico_LOCATION	10.4605	0.0150
1887	4.1-ngram.current_user_utterance__phone number area	10.4582	0.0150
1888	8.1-lda_feature.next_user_utterance__topic_44	10.4533	0.0151
1889	4.1-ngram.next_system_utterance__road phone number	10.4370	0.0152
1890	4.1-ngram.next_system_utterance__road phone	10.4370	0.0152
1891	5-phrase_feature__noun_phrases__current_user_utterance__takeaway	10.4174	0.0153
1892	5-phrase_feature__noun_phrases__next_system_utterance__lamma	10.4089	0.0154
1893	6-entity_feature__entity__next_system_utterance__Lamma_LOCATION	10.4089	0.0154
1894	7-syntactic_feature__root_word__next_user_utterance__kings	10.4089	0.0154
1895	7-syntactic_feature__root_word__next_user_utterance__continental	10.4089	0.0154
1896	4.1-ngram.next_system_utterance__anchor	10.3869	0.0155
1897	7-syntactic_feature__root_word__current_user_utterance__price	10.3861	0.0156
1898	5-phrase_feature__noun_phrases__current_user_utterance__shop_serving	10.3773	0.0156
1899	5-phrase_feature__noun_phrases__current_user_utterance__coffee_shop_serving	10.3773	0.0156
1900	8.1-lda_feature.next_system_utterance__topic_28	10.3586	0.0158
1901	4.1-ngram.next_system_utterance__price cappuccino	10.3546	0.0158
1902	4.1-ngram.next_system_utterance__cappuccino	10.3546	0.0158
1903	4.1-ngram.next_system_utterance__cheapest	10.3345	0.0159
1904	6-entity_feature__entity__next_system_utterance__Peking_Restaurant_ORGANIZATION	10.3303	0.0160
1905	5-phrase_feature__noun_phrases__next_user_utterance__fenditton_area	10.3268	0.0160
1906	6-entity_feature__entity__next_system_utterance__16_pounds_MONEY	10.3033	0.0162
1907	7-syntactic_feature__root_word__next_system_utterance__01223864602	10.3033	0.0162
1908	7-syntactic_feature__root_word__next_system_utterance__337	10.3033	0.0162
1909	5-phrase_feature__noun_phrases__next_user_utterance__postal_code	10.3033	0.0162
1910	6-entity_feature__entity__next_system_utterance__01223864602_NUMBER	10.3033	0.0162
1911	7-syntactic_feature__root_word__next_system_utterance__01223312598	10.3033	0.0162
1912	7-syntactic_feature__root_word__next_user_utterance__start	10.3027	0.0162
1913	4.1-ngram.next_user_utterance__start	10.3027	0.0162
1914	5-phrase_feature__noun_phrases__next_user_utterance__start	10.3027	0.0162
1915	2.1-user_action_words.next_user_utterance__start	10.3027	0.0162
1916	7-syntactic_feature__root_word__current_user_utterance__take	10.3027	0.0162
1917	4.1-ngram.current_user_utterance__saint	10.2795	0.0163
1918	7-syntactic_feature__root_word__current_user_utterance__chinese	10.2628	0.0165
1919	5-phrase_feature__noun_phrases__next_system_utterance__serving_traditional_food	10.2512	0.0165
1920	5-phrase_feature__noun_phrases__next_user_utterance__free_restaurant	10.2507	0.0166
1921	4.1-ngram.next_user_utterance__hill area	10.2360	0.0167
1922	4.1-ngram.next_system_utterance__like example drinks	10.2221	0.0168
1923	4.1-ngram.next_system_utterance__example drinks snacks	10.2221	0.0168
1924	4.1-ngram.next_system_utterance__example drinks	10.2221	0.0168
1925	4.1-ngram.current_user_utterance__expensive	10.2118	0.0168
1926	5-phrase_feature__noun_phrases__next_system_utterance__botanic_gardens	10.2116	0.0169
1927	7-syntactic_feature__root_word__next_system_utterance__01223355711	10.2067	0.0169
1928	4.1-ngram.current_user_utterance__contemporary restaurant	10.2058	0.0169
1929	5-phrase_feature__noun_phrases__next_user_utterance__thanks	10.2005	0.0169
1930	6-entity_feature__entity__next_system_utterance__01223322772_NUMBER	10.2005	0.0169
1931	6-entity_feature__entity__next_system_utterance__Backstreet_Bistro_LOCATION	10.2005	0.0169
1932	7-syntactic_feature__subj_word__next_system_utterance__Polonia	10.2005	0.0169
1933	8.1-lda_feature.current_user_utterance__topic_47	10.1958	0.0170
1934	7-syntactic_feature__root_word__next_user_utterance__television	10.1924	0.0170
1935	4.1-ngram.next_system_utterance__outstanding venue price	10.1529	0.0173
1936	4.1-ngram.next_system_utterance__location looking	10.1400	0.0174
1937	4.1-ngram.next_system_utterance__don care location	10.1400	0.0174
1938	4.1-ngram.next_system_utterance__care location looking	10.1400	0.0174
1939	4.1-ngram.next_system_utterance__care location	10.1400	0.0174
1940	4.1-ngram.next_system_utterance__location looking venue	10.1400	0.0174
1941	8.1-lda_feature.current_user_utterance__topic_14	10.1390	0.0174
1942	5-phrase_feature__noun_phrases__next_system_utterance__hotel	10.0667	0.0180
1943	4.1-ngram.next_system_utterance__expensive free moderate	10.0561	0.0181
1944	4.1-ngram.next_system_utterance__al casbah	10.0560	0.0181
1945	4.1-ngram.next_system_utterance__al	10.0560	0.0181
1946	4.1-ngram.next_system_utterance__casbah	10.0560	0.0181
1947	4.1-ngram.next_user_utterance__does	10.0503	0.0181
1948	4.1-ngram.next_user_utterance__tv	10.0475	0.0182
1949	5-phrase_feature__noun_phrases__current_user_utterance__expensive_restaurant	10.0410	0.0182
1950	4.1-ngram.next_system_utterance__venue example saints	10.0387	0.0182
1951	4.1-ngram.next_system_utterance__saints	10.0387	0.0182
1952	4.1-ngram.next_system_utterance__example saints church	10.0387	0.0182
1953	4.1-ngram.next_system_utterance__saints church	10.0387	0.0182
1954	4.1-ngram.next_system_utterance__example saints	10.0387	0.0182
1955	7-syntactic_feature__root_word__next_system_utterance__7-9	10.0275	0.0183
1956	6-entity_feature__entity__next_system_utterance__Christ_PERSON	10.0275	0.0183
1957	4.1-ngram.next_system_utterance__pub expensive	10.0151	0.0184
1958	4.1-ngram.next_system_utterance__pub expensive price	10.0151	0.0184
1959	2.1-user_action_words.next_user_utterance__part	10.0085	0.0185
1960	5-phrase_feature__noun_phrases__next_user_utterance__part	10.0085	0.0185
1961	4.1-ngram.next_system_utterance__price cheapest pint	10.0025	0.0185
1962	4.1-ngram.next_system_utterance__beer pounds	10.0025	0.0185
1963	4.1-ngram.next_system_utterance__beer	10.0025	0.0185
1964	4.1-ngram.next_system_utterance__pint beer pounds	10.0025	0.0185
1965	4.1-ngram.next_system_utterance__cheapest pint beer	10.0025	0.0185
1966	4.1-ngram.next_system_utterance__pint beer	10.0025	0.0185
1967	4.1-ngram.next_system_utterance__cheapest pint	10.0025	0.0185
1968	4.1-ngram.next_system_utterance__pint	10.0025	0.0185
1969	4.1-ngram.current_user_utterance__im looking restaurant	10.0018	0.0186
1970	7-syntactic_feature__root_word__next_user_utterance__hinton	9.9917	0.0186
1971	5-phrase_feature__noun_phrases__next_user_utterance__expensive_price	9.9917	0.0186
1972	7-syntactic_feature__root_word__next_user_utterance__mexican	9.9917	0.0186
1973	4.1-ngram.next_system_utterance__outstanding restaurant serves	9.9327	0.0191
1974	4.1-ngram.next_system_utterance__example castle hill	9.9317	0.0192
1975	4.1-ngram.next_system_utterance__mind example castle	9.9317	0.0192
1976	5-phrase_feature__noun_phrases__current_user_utterance__english_restaurant	9.9057	0.0194
1977	7-syntactic_feature__obj_word__current_user_utterance__you	9.8935	0.0195
1978	8.1-lda_feature.current_user_utterance__topic_19	9.8836	0.0196
1979	4.1-ngram.next_system_utterance__example cafe restaurant	9.8745	0.0197
1980	5-phrase_feature__noun_phrases__next_system_utterance__michaelhouse	9.8611	0.0198
1981	5-phrase_feature__noun_phrases__next_system_utterance__michaelhouse_centre	9.8611	0.0198
1982	6-entity_feature__entity__next_system_utterance__Castle_Galleries_ORGANIZATION	9.8600	0.0198
1983	7-syntactic_feature__root_word__next_system_utterance__Italian	9.8600	0.0198
1984	5-phrase_feature__noun_phrases__next_system_utterance__botanical	9.8600	0.0198
1985	5-phrase_feature__noun_phrases__next_system_utterance__botanical_garden	9.8600	0.0198
1986	5-phrase_feature__noun_phrases__next_system_utterance__botanical_gardens	9.8600	0.0198
1987	7-syntactic_feature__root_word__current_user_utterance__japanese	9.8600	0.0198
1988	7-syntactic_feature__root_word__next_user_utterance__middle	9.8600	0.0198
1989	5-phrase_feature__noun_phrases__next_user_utterance__vegetarian	9.8600	0.0198
1990	6-entity_feature__entity__next_system_utterance__Botanical_Garden_*_Botanical_Gardens_LOCATION	9.8600	0.0198
1991	7-syntactic_feature__root_word__next_system_utterance__Christi	9.8600	0.0198
1992	7-syntactic_feature__root_word__next_user_utterance__vegetarian	9.8600	0.0198
1993	5-phrase_feature__noun_phrases__next_user_utterance__greek_food	9.8600	0.0198
1994	6-entity_feature__entity__next_system_utterance__Whipple_Museum_of_the_History_of_Science_ORGANIZATION	9.8600	0.0198
1995	4.1-ngram.next_system_utterance__hk fusion outstanding	9.8449	0.0199
1996	4.1-ngram.next_system_utterance__fusion outstanding	9.8449	0.0199
1997	5-phrase_feature__noun_phrases__next_user_utterance__clicking	9.8336	0.0200
1998	4.1-ngram.current_user_utterance__number address	9.8268	0.0201
1999	4.1-ngram.current_user_utterance__phone number address	9.8268	0.0201
2000	4.1-ngram.next_system_utterance__don care food	9.8217	0.0201
2001	4.1-ngram.next_system_utterance__food looking	9.8217	0.0201
2002	4.1-ngram.next_system_utterance__food looking venue	9.8217	0.0201
2003	4.1-ngram.next_system_utterance__care food	9.8217	0.0201
2004	4.1-ngram.next_system_utterance__care food looking	9.8217	0.0201
2005	4.1-ngram.next_system_utterance__wheatsheaf barnwell	9.8014	0.0203
2006	4.1-ngram.next_system_utterance__wheatsheaf barnwell town	9.8014	0.0203
2007	4.1-ngram.next_system_utterance__giraffe moderate	9.7912	0.0204
2008	4.1-ngram.next_system_utterance__giraffe moderate price	9.7912	0.0204
2009	5-phrase_feature__noun_phrases__next_user_utterance__system	9.7153	0.0211
2010	5-phrase_feature__noun_phrases__next_user_utterance__barnwell	9.7108	0.0212
2011	4.1-ngram.next_system_utterance__23 market street	9.7048	0.0212
2012	4.1-ngram.next_system_utterance__23	9.7048	0.0212
2013	4.1-ngram.next_system_utterance__23 market	9.7048	0.0212
2014	5-phrase_feature__noun_phrases__next_system_utterance__court	9.6940	0.0214
2015	7-syntactic_feature__root_word__next_system_utterance__01223363471	9.6940	0.0214
2016	5-phrase_feature__noun_phrases__next_system_utterance__russell_court	9.6940	0.0214
2017	5-phrase_feature__noun_phrases__next_system_utterance__russell	9.6940	0.0214
2018	6-entity_feature__entity__next_system_utterance__35_NUMBER	9.6940	0.0214
2019	4.1-ngram.next_system_utterance__example chinese away	9.6925	0.0214
2020	4.1-ngram.next_system_utterance__king hedges	9.6610	0.0217
2021	4.1-ngram.next_system_utterance__hedges	9.6610	0.0217
2022	4.1-ngram.next_system_utterance__cafe serving	9.6607	0.0217
2023	4.1-ngram.next_user_utterance__east asian	9.6486	0.0218
2024	4.1-ngram.next_system_utterance__cafe outstanding cafe	9.6433	0.0219
2025	5-phrase_feature__noun_phrases__current_user_utterance__trumpington	9.6376	0.0219
2026	7-syntactic_feature__root_word__next_user_utterance__correct	9.6147	0.0221
2027	5-phrase_feature__noun_phrases__next_system_utterance__school	9.5960	0.0223
2028	5-phrase_feature__noun_phrases__next_system_utterance__free_school	9.5960	0.0223
2029	5-phrase_feature__noun_phrases__next_system_utterance__school_lane	9.5960	0.0223
2030	5-phrase_feature__noun_phrases__next_system_utterance__free_school_lane	9.5960	0.0223
2031	6-entity_feature__entity__next_system_utterance__Free_School_Lane_ORGANIZATION	9.5960	0.0223
2032	5-phrase_feature__noun_phrases__next_system_utterance__free	9.5960	0.0223
2033	4.1-ngram.next_system_utterance__11	9.5896	0.0224
2034	8.1-lda_feature.next_user_utterance__topic_45	9.5879	0.0224
2035	5-phrase_feature__noun_phrases__next_system_utterance__little	9.5586	0.0227
2036	5-phrase_feature__noun_phrases__next_user_utterance__hedges_area	9.5586	0.0227
2037	4.1-ngram.next_system_utterance__food outstanding	9.5268	0.0230
2038	4.1-ngram.next_system_utterance__bakers television	9.4801	0.0235
2039	4.1-ngram.current_user_utterance__whats address phone	9.4772	0.0236
2040	4.1-ngram.next_system_utterance__location	9.4443	0.0239
2041	5-phrase_feature__noun_phrases__current_user_utterance__childrens	9.4408	0.0240
2042	4.1-ngram.next_system_utterance__outstanding venue	9.4263	0.0241
2043	8.1-lda_feature.next_user_utterance__topic_9	9.3912	0.0245
2044	7-syntactic_feature__root_word__next_system_utterance__01223323361	9.3846	0.0246
2045	6-entity_feature__entity__next_system_utterance__Green_Street_LOCATION	9.3846	0.0246
2046	7-syntactic_feature__subj_word__next_system_utterance__Street	9.3846	0.0246
2047	6-entity_feature__entity__next_system_utterance__01223902183_NUMBER	9.3846	0.0246
2048	6-entity_feature__entity__next_system_utterance__1_NUMBER	9.3846	0.0246
2049	6-entity_feature__entity__next_system_utterance__Polonia_PERSON	9.3846	0.0246
2050	6-entity_feature__entity__next_system_utterance__01223353554_NUMBER	9.3846	0.0246
2051	7-syntactic_feature__root_word__next_system_utterance__01223353554	9.3846	0.0246
2052	5-phrase_feature__noun_phrases__next_system_utterance__charge	9.3846	0.0246
2053	5-phrase_feature__noun_phrases__next_system_utterance__green_street	9.3846	0.0246
2054	5-phrase_feature__noun_phrases__next_user_utterance__center	9.3766	0.0247
2055	8.1-lda_feature.current_user_utterance__topic_31	9.3627	0.0248
2056	7-syntactic_feature__root_word__current_user_utterance__okay	9.3613	0.0249
2057	4.1-ngram.next_system_utterance__like cheap	9.3494	0.0250
2058	4.1-ngram.next_system_utterance__like cheap price	9.3494	0.0250
2059	7-syntactic_feature__root_word__next_system_utterance__01223308681	9.3472	0.0250
2060	6-entity_feature__entity__next_system_utterance__Little_Seoul_LOCATION	9.3472	0.0250
2061	2.1-user_action_words.next_user_utterance__tell	9.3472	0.0250
2062	4.1-ngram.next_system_utterance__venue internet	9.2859	0.0257
2063	4.1-ngram.next_system_utterance__venue internet connection	9.2859	0.0257
2064	4.1-ngram.next_system_utterance__looking venue internet	9.2859	0.0257
2065	4.1-ngram.next_system_utterance__restaurant moderate	9.2779	0.0258
2066	4.1-ngram.next_system_utterance__restaurant moderate price	9.2779	0.0258
2067	4.1-ngram.next_user_utterance__romsey area	9.2530	0.0261
2068	4.1-ngram.next_user_utterance__museum	9.2497	0.0261
2069	4.1-ngram.next_user_utterance__contemporary	9.2363	0.0263
2070	7-syntactic_feature__root_word__next_system_utterance__Galleries	9.2206	0.0265
2071	6-entity_feature__entity__next_system_utterance__Corpus_Christi_ORGANIZATION	9.2206	0.0265
2072	5-phrase_feature__noun_phrases__next_user_utterance__museum	9.2206	0.0265
2073	7-syntactic_feature__root_word__next_user_utterance__indian	9.2206	0.0265
2074	4.1-ngram.next_system_utterance__town great restaurant	9.2139	0.0266
2075	4.1-ngram.next_user_utterance__whats address phone	9.2071	0.0267
2076	6-entity_feature__entity__next_system_utterance__01223323361_NUMBER	9.1823	0.0270
2077	5-phrase_feature__noun_phrases__next_system_utterance__town	9.1766	0.0270
2078	5-phrase_feature__noun_phrases__next_system_utterance__part	9.1766	0.0270
2079	4.1-ngram.current_user_utterance__ok address	9.1749	0.0271
2080	4.1-ngram.next_system_utterance__food outstanding restaurant	9.1686	0.0271
2081	4.1-ngram.next_system_utterance__serving chinese food	9.1582	0.0273
2082	5-phrase_feature__noun_phrases__current_user_utterance__chinese_takeaway	9.1555	0.0273
2083	5-phrase_feature__noun_phrases__current_user_utterance__pub_food	9.1362	0.0275
2084	4.1-ngram.current_user_utterance__address restaurant	9.1352	0.0275
2085	4.1-ngram.next_system_utterance__moderate price range	9.1113	0.0278
2086	4.1-ngram.next_system_utterance__moderate price	9.1113	0.0278
2087	4.1-ngram.next_user_utterance__fast food	9.0919	0.0281
2088	4.1-ngram.next_user_utterance__fast	9.0919	0.0281
2089	4.1-ngram.next_system_utterance__bakers located 176	9.0885	0.0281
2090	4.1-ngram.next_system_utterance__bakers located	9.0885	0.0281
2091	5-phrase_feature__noun_phrases__next_user_utterance__newnham	9.0752	0.0283
2092	5-phrase_feature__noun_phrases__current_user_utterance__italian_food	9.0752	0.0283
2093	5-phrase_feature__noun_phrases__next_user_utterance__id	9.0735	0.0283
2094	4.1-ngram.next_system_utterance__services	9.0691	0.0284
2095	4.1-ngram.next_system_utterance__services free	9.0691	0.0284
2096	4.1-ngram.next_system_utterance__providing	9.0691	0.0284
2097	4.1-ngram.next_system_utterance__providing services	9.0691	0.0284
2098	4.1-ngram.next_system_utterance__providing services free	9.0691	0.0284
2099	4.1-ngram.next_system_utterance__burger king	9.0556	0.0286
2100	4.1-ngram.next_system_utterance__01223361792	9.0204	0.0290
2101	4.1-ngram.next_system_utterance__galleries	8.9967	0.0293
2102	4.1-ngram.next_system_utterance__castle galleries	8.9967	0.0293
2103	4.1-ngram.current_user_utterance__american	8.9864	0.0295
2104	4.1-ngram.next_system_utterance__bakers 176	8.9856	0.0295
2105	4.1-ngram.next_system_utterance__bakers 176 east	8.9856	0.0295
2106	5-phrase_feature__noun_phrases__next_user_utterance__cafe_food	8.9780	0.0296
2107	4.1-ngram.next_user_utterance__knock sil	8.9716	0.0297
2108	4.1-ngram.next_user_utterance__knock	8.9716	0.0297
2109	4.1-ngram.next_system_utterance__outstanding pub	8.9658	0.0297
2110	4.1-ngram.next_system_utterance__milton park	8.9603	0.0298
2111	8.1-lda_feature.next_user_utterance__topic_8	8.9484	0.0300
2112	6-entity_feature__entity__next_system_utterance__6_NUMBER	8.9347	0.0302
2113	6-entity_feature__entity__next_system_utterance__01223321551_NUMBER	8.9347	0.0302
2114	6-entity_feature__entity__next_system_utterance__Lensfield_Road_LOCATION	8.9347	0.0302
2115	5-phrase_feature__noun_phrases__next_system_utterance__lensfield_road	8.9347	0.0302
2116	5-phrase_feature__noun_phrases__next_system_utterance__lensfield	8.9347	0.0302
2117	5-phrase_feature__noun_phrases__current_user_utterance__anything	8.9316	0.0302
2118	4.1-ngram.next_user_utterance__christs college	8.9269	0.0303
2119	4.1-ngram.next_user_utterance__christs	8.9269	0.0303
2120	4.1-ngram.current_user_utterance__bakers tv	8.9188	0.0304
2121	5-phrase_feature__noun_phrases__next_user_utterance__girton_area	8.9185	0.0304
2122	5-phrase_feature__noun_phrases__next_user_utterance__internet	8.9080	0.0305
2123	4.1-ngram.next_user_utterance__riverside area	8.8733	0.0310
2124	4.1-ngram.next_user_utterance__st	8.8669	0.0311
2125	4.1-ngram.current_user_utterance__address postcode	8.8581	0.0312
2126	6-entity_feature__entity__next_system_utterance__Botanic_Gardens_LOCATION	8.8395	0.0315
2127	5-phrase_feature__noun_phrases__next_user_utterance__thai_restaurant	8.8395	0.0315
2128	4.1-ngram.next_user_utterance__castle hill area	8.8286	0.0317
2129	4.1-ngram.next_system_utterance__venue expensive	8.8113	0.0319
2130	5-phrase_feature__noun_phrases__next_user_utterance__seafood	8.7997	0.0321
2131	7-syntactic_feature__root_word__current_user_utterance__middle	8.7997	0.0321
2132	4.1-ngram.next_user_utterance__good bye thank	8.7869	0.0323
2133	4.1-ngram.current_user_utterance__greek food	8.7680	0.0325
2134	5-phrase_feature__noun_phrases__next_system_utterance__yard	8.7657	0.0326
2135	4.1-ngram.next_system_utterance__like example mexican	8.7605	0.0327
2136	4.1-ngram.next_system_utterance__example mexican	8.7605	0.0327
2137	4.1-ngram.next_system_utterance__example mexican tex	8.7605	0.0327
2138	7-syntactic_feature__root_word__current_user_utterance__range	8.7583	0.0327
2139	4.1-ngram.current_user_utterance__sure address	8.7336	0.0331
2140	5-phrase_feature__noun_phrases__current_user_utterance__spanish_restaurant	8.7307	0.0331
2141	4.1-ngram.next_system_utterance__chinese food	8.7302	0.0331
2142	7-syntactic_feature__root_word__current_user_utterance__traditional	8.7091	0.0334
2143	5-phrase_feature__noun_phrases__next_system_utterance__italian_food	8.7069	0.0335
2144	5-phrase_feature__noun_phrases__next_system_utterance__nero	8.6950	0.0336
2145	5-phrase_feature__noun_phrases__next_system_utterance__caffe_nero	8.6950	0.0336
2146	6-entity_feature__entity__next_system_utterance__Wrestlers_MISC	8.6918	0.0337
2147	4.1-ngram.next_user_utterance__clicking	8.6904	0.0337
2148	4.1-ngram.next_user_utterance__italian	8.6773	0.0339
2149	4.1-ngram.next_system_utterance__ranges pounds 95	8.6757	0.0339
2150	4.1-ngram.next_system_utterance__12	8.6756	0.0339
2151	7-syntactic_feature__subj_word__next_system_utterance__Park	8.6720	0.0340
2152	5-phrase_feature__noun_phrases__current_user_utterance__postal_code	8.6720	0.0340
2153	4.1-ngram.next_system_utterance__bakers internet connection	8.6477	0.0344
2154	4.1-ngram.next_system_utterance__bakers internet	8.6477	0.0344
2155	6-entity_feature__entity__next_system_utterance__Mary_PERSON	8.6426	0.0344
2156	4.1-ngram.next_system_utterance__riverside town	8.6420	0.0344
2157	5-phrase_feature__noun_phrases__current_user_utterance__location	8.6357	0.0345
2158	4.1-ngram.next_user_utterance__pub food	8.6323	0.0346
2159	5-phrase_feature__noun_phrases__next_system_utterance__fee	8.6298	0.0346
2160	5-phrase_feature__noun_phrases__next_system_utterance__entrance_fee	8.6298	0.0346
2161	4.1-ngram.next_system_utterance__venue cheap	8.6180	0.0348
2162	4.1-ngram.next_system_utterance__trinity street	8.6131	0.0349
2163	7-syntactic_feature__root_word__current_user_utterance__free	8.6010	0.0351
2164	7-syntactic_feature__root_word__next_user_utterance__castle	8.5946	0.0352
2165	5-phrase_feature__noun_phrases__next_user_utterance__snacks	8.5946	0.0352
2166	4.1-ngram.next_system_utterance__fleur	8.5915	0.0352
2167	7-syntactic_feature__root_word__current_user_utterance__ok	8.5866	0.0353
2168	7-syntactic_feature__root_word__current_user_utterance__name	8.5802	0.0354
2169	5-phrase_feature__noun_phrases__next_system_utterance__curry_house	8.5802	0.0354
2170	6-entity_feature__entity__next_system_utterance__Vin_PERSON	8.5802	0.0354
2171	6-entity_feature__entity__next_system_utterance__Curry_House_ORGANIZATION	8.5802	0.0354
2172	5-phrase_feature__noun_phrases__next_user_utterance__area_code	8.5802	0.0354
2173	6-entity_feature__entity__next_system_utterance__Polonia_LOCATION	8.5661	0.0357
2174	4.1-ngram.next_user_utterance__correct	8.5650	0.0357
2175	5-phrase_feature__noun_phrases__next_user_utterance__city_center	8.5525	0.0359
2176	4.1-ngram.next_system_utterance__street phone number	8.5516	0.0359
2177	4.1-ngram.next_system_utterance__street phone	8.5516	0.0359
2178	5-phrase_feature__noun_phrases__next_user_utterance__repeat	8.5500	0.0359
2179	4.1-ngram.next_system_utterance__classical	8.5375	0.0361
2180	4.1-ngram.next_system_utterance__classical archaeology	8.5375	0.0361
2181	4.1-ngram.next_system_utterance__museum classical archaeology	8.5375	0.0361
2182	4.1-ngram.next_system_utterance__museum classical	8.5375	0.0361
2183	4.1-ngram.next_system_utterance__archaeology	8.5375	0.0361
2184	4.1-ngram.next_system_utterance__mind example central	8.5292	0.0363
2185	4.1-ngram.next_system_utterance__example central	8.5292	0.0363
2186	4.1-ngram.next_user_utterance__hedges	8.5227	0.0364
2187	4.1-ngram.next_system_utterance__michaelhouse centre outstanding	8.5206	0.0364
2188	4.1-ngram.next_system_utterance__centre outstanding restaurant	8.5206	0.0364
2189	4.1-ngram.next_system_utterance__centre outstanding	8.5206	0.0364
2190	4.1-ngram.next_system_utterance__located 176 east	8.5199	0.0364
2191	4.1-ngram.next_system_utterance__located 176	8.5199	0.0364
2192	4.1-ngram.next_system_utterance__outstanding restaurant moderate	8.5113	0.0365
2193	4.1-ngram.next_system_utterance__eraina	8.4891	0.0369
2194	4.1-ngram.next_system_utterance__eraina taverna	8.4891	0.0369
2195	4.1-ngram.next_system_utterance__taverna	8.4891	0.0369
2196	7-syntactic_feature__root_word__next_user_utterance__part	8.4768	0.0371
2197	4.1-ngram.next_system_utterance__chesterton town	8.4757	0.0371
2198	7-syntactic_feature__root_word__next_user_utterance__is	8.4726	0.0372
2199	4.1-ngram.next_user_utterance__riverside	8.4575	0.0374
2200	7-syntactic_feature__root_word__next_user_utterance__contemporary	8.4514	0.0375
2201	5-phrase_feature__noun_phrases__current_user_utterance__tex	8.4514	0.0375
2202	7-syntactic_feature__obj_word__next_user_utterance__sil	8.4506	0.0376
2203	4.1-ngram.next_system_utterance__clare hall	8.4465	0.0376
2204	7-syntactic_feature__root_word__current_user_utterance__chesterton	8.4420	0.0377
