id	name	chi2	pval
7464	4.1-ngram.next_system_utterance__continental fusion	1.8691	0.6000
7465	5-phrase_feature__noun_phrases__next_system_utterance__christ	1.8686	0.6001
7466	4.1-ngram.current_user_utterance__restaurant unintelligible	1.8665	0.6006
7467	4.1-ngram.next_system_utterance__downing college great	1.8650	0.6009
7468	4.1-ngram.next_system_utterance__example barnwell cherry	1.8648	0.6009
7469	4.1-ngram.next_system_utterance__barnwell cherry hinton	1.8648	0.6009
7470	4.1-ngram.next_system_utterance__barnwell cherry	1.8648	0.6009
7471	4.1-ngram.next_system_utterance__burger outstanding	1.8647	0.6010
7472	4.1-ngram.next_system_utterance__gourmet burger outstanding	1.8647	0.6010
7473	4.1-ngram.next_system_utterance__indian food	1.8626	0.6014
7474	4.1-ngram.next_system_utterance__example hughes hall	1.8615	0.6016
7475	4.1-ngram.next_system_utterance__example hughes	1.8615	0.6016
7476	4.1-ngram.next_system_utterance__venue example hughes	1.8615	0.6016
7477	4.1-ngram.next_system_utterance__number rainbow cafe	1.8613	0.6017
7478	4.1-ngram.next_system_utterance__number rainbow	1.8613	0.6017
7479	4.1-ngram.next_system_utterance__rainbow cafe 01223321551	1.8613	0.6017
7480	4.1-ngram.next_system_utterance__phone number rainbow	1.8613	0.6017
7481	4.1-ngram.next_system_utterance__cafe 01223321551	1.8613	0.6017
7482	4.1-ngram.next_system_utterance__bakers riverside	1.8597	0.6020
7483	4.1-ngram.next_system_utterance__bakers riverside town	1.8597	0.6020
7484	4.1-ngram.current_user_utterance__restaurant address	1.8584	0.6023
7485	4.1-ngram.next_system_utterance__church ruskin	1.8571	0.6026
7486	4.1-ngram.next_system_utterance__church ruskin gallery	1.8571	0.6026
7487	4.1-ngram.next_system_utterance__greek italian	1.8568	0.6027
7488	4.1-ngram.next_system_utterance__example christ	1.8562	0.6028
7489	4.1-ngram.next_system_utterance__venue example christ	1.8562	0.6028
7490	4.1-ngram.next_system_utterance__example christ college	1.8562	0.6028
7491	4.1-ngram.next_user_utterance__kettles yard	1.8560	0.6028
7492	4.1-ngram.next_user_utterance__kettles	1.8560	0.6028
7493	4.1-ngram.current_user_utterance__moderate price range	1.8553	0.6030
7494	4.1-ngram.next_system_utterance__contemporary middleeastern	1.8553	0.6030
7495	4.1-ngram.next_system_utterance__college sidney sussex	1.8545	0.6032
7496	4.1-ngram.next_system_utterance__college sidney	1.8545	0.6032
7497	4.1-ngram.next_system_utterance__example museum classical	1.8537	0.6033
7498	4.1-ngram.next_system_utterance__gallery whipple museum	1.8505	0.6040
7499	4.1-ngram.next_system_utterance__gallery whipple	1.8505	0.6040
7500	4.1-ngram.next_user_utterance__ah whats address	1.8505	0.6040
7501	4.1-ngram.next_system_utterance__example international spanish	1.8497	0.6042
7502	4.1-ngram.next_system_utterance__tandoori cherry	1.8483	0.6045
7503	4.1-ngram.next_system_utterance__sitar tandoori cherry	1.8483	0.6045
7504	4.1-ngram.next_system_utterance__tandoori cherry hinton	1.8483	0.6045
7505	4.1-ngram.next_system_utterance__emmanuel college milton	1.8482	0.6045
7506	4.1-ngram.current_user_utterance__free restaurant dont	1.8467	0.6048
7507	4.1-ngram.next_system_utterance__venue example jesus	1.8462	0.6049
7508	4.1-ngram.next_system_utterance__example jesus	1.8462	0.6049
7509	4.1-ngram.next_system_utterance__example jesus college	1.8462	0.6049
7510	4.1-ngram.next_system_utterance__middleeastern spanish	1.8462	0.6049
7511	4.1-ngram.next_system_utterance__pembroke college saint	1.8459	0.6050
7512	4.1-ngram.next_system_utterance__looking venue new	1.8458	0.6050
7513	4.1-ngram.next_system_utterance__venue new chesterton	1.8458	0.6050
7514	4.1-ngram.next_system_utterance__venue new	1.8458	0.6050
7515	4.1-ngram.next_system_utterance__drinks snacks don	1.8455	0.6051
7516	4.1-ngram.next_system_utterance__snacks don care	1.8455	0.6051
7517	4.1-ngram.next_system_utterance__like drinks snacks	1.8455	0.6051
7518	4.1-ngram.next_system_utterance__like drinks	1.8455	0.6051
7519	4.1-ngram.next_system_utterance__snacks don	1.8455	0.6051
7520	4.1-ngram.next_system_utterance__away italian	1.8448	0.6052
7521	4.1-ngram.next_system_utterance__chinese away italian	1.8448	0.6052
7522	4.1-ngram.next_system_utterance__serving vegetarian food	1.8443	0.6054
7523	4.1-ngram.next_system_utterance__serving vegetarian	1.8443	0.6054
7524	4.1-ngram.next_system_utterance__nero great cafe	1.8436	0.6055
7525	4.1-ngram.current_user_utterance__looking american restaurant	1.8430	0.6056
7526	4.1-ngram.current_user_utterance__looking american	1.8430	0.6056
7527	5-phrase_feature__noun_phrases__next_user_utterance__noise_sil	1.8429	0.6056
7528	4.1-ngram.current_user_utterance__ah	1.8426	0.6057
7529	4.1-ngram.next_system_utterance__example international mediterranean	1.8419	0.6059
7530	4.1-ngram.next_system_utterance__contemporary thai	1.8416	0.6059
7531	4.1-ngram.next_system_utterance__example french fusion	1.8416	0.6059
7532	4.1-ngram.next_system_utterance__french fusion	1.8416	0.6059
7533	4.1-ngram.next_system_utterance__contemporary english french	1.8414	0.6060
7534	4.1-ngram.next_system_utterance__hong	1.8411	0.6060
7535	4.1-ngram.next_system_utterance__lan	1.8411	0.6060
7536	4.1-ngram.next_system_utterance__lan hong	1.8411	0.6060
7537	4.1-ngram.next_system_utterance__hong house	1.8411	0.6060
7538	4.1-ngram.next_system_utterance__lan hong house	1.8411	0.6060
7539	4.1-ngram.current_user_utterance__indian restaurant girton	1.8405	0.6062
7540	5-phrase_feature__noun_phrases__current_user_utterance__mediterranean_restaurant	1.8403	0.6062
7541	4.1-ngram.next_system_utterance__hall museum archaelogy	1.8402	0.6062
7542	4.1-ngram.next_system_utterance__33	1.8401	0.6062
7543	4.1-ngram.next_system_utterance__confirm looking chinese	1.8400	0.6063
7544	4.1-ngram.next_system_utterance__looking chinese	1.8400	0.6063
7545	4.1-ngram.next_user_utterance__im looking thai	1.8390	0.6065
7546	4.1-ngram.next_user_utterance__looking thai restaurant	1.8390	0.6065
7547	4.1-ngram.next_user_utterance__looking thai	1.8390	0.6065
7548	4.1-ngram.next_system_utterance__mediterranean seafood	1.8381	0.6067
7549	4.1-ngram.next_system_utterance__riverside town serves	1.8381	0.6067
7550	4.1-ngram.next_system_utterance__french food moderate	1.8377	0.6068
7551	4.1-ngram.next_system_utterance__restaurant girton town	1.8372	0.6069
7552	4.1-ngram.next_system_utterance__college people	1.8342	0.6075
7553	4.1-ngram.next_system_utterance__college people portraits	1.8342	0.6075
7554	4.1-ngram.next_system_utterance__fusion food	1.8338	0.6076
7555	4.1-ngram.next_system_utterance__hills	1.8331	0.6078
7556	4.1-ngram.next_system_utterance__hills road	1.8331	0.6078
7557	4.1-ngram.next_system_utterance__154	1.8331	0.6078
7558	4.1-ngram.next_system_utterance__154 hills	1.8331	0.6078
7559	4.1-ngram.next_system_utterance__152 154	1.8331	0.6078
7560	4.1-ngram.next_system_utterance__152 154 hills	1.8331	0.6078
7561	4.1-ngram.next_system_utterance__152	1.8331	0.6078
7562	4.1-ngram.next_system_utterance__154 hills road	1.8331	0.6078
7563	4.1-ngram.current_user_utterance__indian	1.8326	0.6079
7564	4.1-ngram.current_user_utterance__expensive restaurant trumpington	1.8325	0.6079
7565	4.1-ngram.next_system_utterance__art corpus	1.8312	0.6082
7566	4.1-ngram.next_system_utterance__art corpus christi	1.8312	0.6082
7567	4.1-ngram.next_system_utterance__contemporary art corpus	1.8312	0.6082
7568	4.1-ngram.next_system_utterance__english food cheap	1.8305	0.6083
7569	5-phrase_feature__noun_phrases__current_user_utterance__centre_area	1.8301	0.6084
7570	5-phrase_feature__noun_phrases__current_user_utterance__city_centre_area	1.8301	0.6084
7571	4.1-ngram.next_system_utterance__central newnham	1.8299	0.6084
7572	4.1-ngram.current_user_utterance__middle eastern	1.8297	0.6085
7573	4.1-ngram.current_user_utterance__eastern	1.8297	0.6085
7574	4.1-ngram.next_system_utterance__restaurant serves international	1.8279	0.6089
7575	4.1-ngram.current_user_utterance__uh cheap	1.8279	0.6089
7576	4.1-ngram.next_system_utterance__35	1.8275	0.6090
7577	4.1-ngram.next_system_utterance__greek traditional	1.8270	0.6091
7578	4.1-ngram.next_system_utterance__1rq	1.8255	0.6094
7579	4.1-ngram.next_system_utterance__postcode cb2 1rq	1.8255	0.6094
7580	4.1-ngram.next_system_utterance__cb2 1rq	1.8255	0.6094
7581	4.1-ngram.next_system_utterance__college old schools	1.8251	0.6095
7582	4.1-ngram.next_system_utterance__college old	1.8251	0.6095
7583	4.1-ngram.current_user_utterance__looking greek	1.8250	0.6095
7584	4.1-ngram.current_user_utterance__looking greek restaurant	1.8250	0.6095
7585	4.1-ngram.next_system_utterance__high street cherry	1.8244	0.6096
7586	4.1-ngram.next_system_utterance__43 high street	1.8244	0.6096
7587	4.1-ngram.next_system_utterance__street cherry hinton	1.8244	0.6096
7588	4.1-ngram.next_system_utterance__43 high	1.8244	0.6096
7589	4.1-ngram.next_system_utterance__street cherry	1.8244	0.6096
7590	4.1-ngram.current_user_utterance__like	1.8224	0.6101
7591	4.1-ngram.next_system_utterance__food continental	1.8217	0.6102
7592	4.1-ngram.next_system_utterance__cafe food continental	1.8217	0.6102
7593	4.1-ngram.next_system_utterance__cafe food greek	1.8215	0.6103
7594	4.1-ngram.next_system_utterance__food greek	1.8215	0.6103
7595	4.1-ngram.current_user_utterance__im looking moderately	1.8209	0.6104
7596	4.1-ngram.current_user_utterance__near romsey	1.8202	0.6106
7597	4.1-ngram.current_user_utterance__want pub	1.8194	0.6107
7598	4.1-ngram.next_system_utterance__baron beef	1.8192	0.6108
7599	4.1-ngram.next_system_utterance__baron	1.8192	0.6108
7600	4.1-ngram.next_system_utterance__beef	1.8192	0.6108
7601	4.1-ngram.next_system_utterance__food international	1.8192	0.6108
7602	4.1-ngram.next_system_utterance__cafe food international	1.8192	0.6108
7603	4.1-ngram.next_system_utterance__bistro located sturton	1.8148	0.6117
7604	4.1-ngram.next_system_utterance__backstreet bistro located	1.8148	0.6117
7605	4.1-ngram.current_user_utterance__restaurant addonbrookes	1.8136	0.6120
7606	4.1-ngram.current_user_utterance__cheap restaurant addonbrookes	1.8136	0.6120
7607	4.1-ngram.current_user_utterance__international restaurant moderate	1.8135	0.6120
7608	4.1-ngram.next_user_utterance__need restaurant fen	1.8130	0.6121
7609	4.1-ngram.next_system_utterance__water play gallery	1.8129	0.6121
7610	4.1-ngram.next_system_utterance__play gallery high	1.8129	0.6121
7611	4.1-ngram.next_system_utterance__play gallery	1.8129	0.6121
7612	4.1-ngram.next_system_utterance__greek international	1.8119	0.6123
7613	4.1-ngram.next_system_utterance__kingston	1.8110	0.6125
7614	4.1-ngram.next_system_utterance__cheapest glass wine	1.8082	0.6132
7615	4.1-ngram.next_system_utterance__wine pounds	1.8082	0.6132
7616	4.1-ngram.next_system_utterance__glass wine pounds	1.8082	0.6132
7617	4.1-ngram.next_system_utterance__price cheapest glass	1.8082	0.6132
7618	4.1-ngram.next_system_utterance__cheapest glass	1.8082	0.6132
7619	4.1-ngram.next_system_utterance__away pub	1.8081	0.6132
7620	4.1-ngram.next_system_utterance__chinese away pub	1.8081	0.6132
7621	4.1-ngram.current_user_utterance__address prices	1.8079	0.6132
7622	4.1-ngram.next_system_utterance__asian greek	1.8077	0.6133
7623	4.1-ngram.next_system_utterance__east asian greek	1.8077	0.6133
7624	4.1-ngram.next_system_utterance__japanese thai	1.8072	0.6134
7625	4.1-ngram.next_system_utterance__area serving vegetarian	1.8052	0.6138
7626	4.1-ngram.next_system_utterance__like continental	1.8036	0.6141
7627	4.1-ngram.next_system_utterance__continental food don	1.8036	0.6141
7628	4.1-ngram.next_system_utterance__like continental food	1.8036	0.6141
7629	4.1-ngram.next_system_utterance__castle galleries museum	1.8030	0.6143
7630	4.1-ngram.next_system_utterance__galleries museum	1.8030	0.6143
7631	4.1-ngram.next_system_utterance__true television	1.8022	0.6145
7632	4.1-ngram.next_system_utterance__true television don	1.8022	0.6145
7633	4.1-ngram.next_system_utterance__like true television	1.8022	0.6145
7634	4.1-ngram.next_system_utterance__american french spanish	1.8020	0.6145
7635	4.1-ngram.next_system_utterance__college saint john	1.8018	0.6145
7636	4.1-ngram.current_user_utterance__phone number type	1.8014	0.6146
7637	4.1-ngram.current_user_utterance__number type food	1.8014	0.6146
7638	4.1-ngram.current_user_utterance__number type	1.8014	0.6146
7639	4.1-ngram.next_system_utterance__thai food great	1.8001	0.6149
7640	4.1-ngram.current_user_utterance__texmex	1.7986	0.6152
7641	4.1-ngram.next_system_utterance__raza central	1.7982	0.6153
7642	4.1-ngram.next_system_utterance__la raza central	1.7982	0.6153
7643	4.1-ngram.next_system_utterance__raza central town	1.7982	0.6153
7644	4.1-ngram.current_user_utterance__want	1.7981	0.6154
7645	4.1-ngram.next_system_utterance__greek food outstanding	1.7975	0.6155
7646	4.1-ngram.next_system_utterance__city 24	1.7963	0.6157
7647	4.1-ngram.next_system_utterance__bangkok city 24	1.7963	0.6157
7648	4.1-ngram.next_system_utterance__city 24 green	1.7963	0.6157
7649	4.1-ngram.next_system_utterance__schools scott	1.7960	0.6158
7650	4.1-ngram.next_system_utterance__schools scott polar	1.7960	0.6158
7651	4.1-ngram.next_system_utterance__old schools scott	1.7960	0.6158
7652	4.1-ngram.current_user_utterance__want moderately	1.7931	0.6164
7653	4.1-ngram.next_system_utterance__postcode cb1 1bg	1.7929	0.6165
7654	4.1-ngram.next_system_utterance__1bg	1.7929	0.6165
7655	4.1-ngram.next_system_utterance__cb1 1bg	1.7929	0.6165
7656	4.1-ngram.next_system_utterance__park people	1.7917	0.6167
7657	4.1-ngram.next_system_utterance__park people portraits	1.7917	0.6167
7658	4.1-ngram.next_system_utterance__country park people	1.7917	0.6167
7659	4.1-ngram.next_system_utterance__archaeology saint john	1.7911	0.6169
7660	4.1-ngram.next_system_utterance__lamb outstanding restaurant	1.7896	0.6172
7661	4.1-ngram.current_user_utterance__um moderate	1.7893	0.6173
7662	4.1-ngram.current_user_utterance__addresss	1.7879	0.6176
7663	4.1-ngram.next_system_utterance__drinks snacks indian	1.7876	0.6176
7664	4.1-ngram.next_system_utterance__snacks indian	1.7876	0.6176
7665	4.1-ngram.current_user_utterance__um phone number	1.7861	0.6180
7666	4.1-ngram.current_user_utterance__um phone	1.7861	0.6180
7667	4.1-ngram.current_user_utterance__price range food	1.7860	0.6180
7668	4.1-ngram.current_user_utterance__range food	1.7860	0.6180
7669	4.1-ngram.next_system_utterance__nero	1.7837	0.6185
7670	4.1-ngram.next_system_utterance__caffe nero	1.7837	0.6185
7671	4.1-ngram.next_system_utterance__phone number 01223518111	1.7835	0.6185
7672	4.1-ngram.next_system_utterance__number 01223518111	1.7835	0.6185
7673	4.1-ngram.current_user_utterance__restaurant thats	1.7830	0.6186
7674	4.1-ngram.next_system_utterance__girton town cheap	1.7823	0.6188
7675	4.1-ngram.next_system_utterance__college trinity college	1.7811	0.6191
7676	4.1-ngram.next_system_utterance__college trinity	1.7811	0.6191
7677	4.1-ngram.next_system_utterance__contemporary indian middleeastern	1.7810	0.6191
7678	4.1-ngram.next_user_utterance__childrens allowed	1.7808	0.6191
7679	4.1-ngram.current_user_utterance__like greek	1.7804	0.6192
7680	4.1-ngram.current_user_utterance__like greek restaurant	1.7804	0.6192
7681	4.1-ngram.next_system_utterance__city serves thai	1.7796	0.6194
7682	4.1-ngram.next_system_utterance__bangkok city serves	1.7796	0.6194
7683	4.1-ngram.next_system_utterance__jinling noodle bar	1.7791	0.6195
7684	4.1-ngram.next_system_utterance__jinling noodle	1.7791	0.6195
7685	4.1-ngram.next_system_utterance__jinling	1.7791	0.6195
7686	4.1-ngram.current_user_utterance__college	1.7781	0.6197
7687	4.1-ngram.current_user_utterance__yes address	1.7781	0.6197
7688	4.1-ngram.next_system_utterance__hinton girton riverside	1.7780	0.6197
7689	4.1-ngram.next_system_utterance__fastfood greek middleeastern	1.7773	0.6199
7690	4.1-ngram.next_system_utterance__example fastfood greek	1.7773	0.6199
7691	4.1-ngram.next_system_utterance__chinese away international	1.7754	0.6203
7692	4.1-ngram.next_system_utterance__away international	1.7754	0.6203
7693	4.1-ngram.next_system_utterance__alma area postcode	1.7739	0.6206
7694	4.1-ngram.next_user_utterance__ok address phone	1.7731	0.6208
7695	4.1-ngram.next_system_utterance__hinton chesterton girton	1.7730	0.6208
7696	4.1-ngram.next_system_utterance__hill newnham	1.7729	0.6208
7697	4.1-ngram.next_system_utterance__castle hill newnham	1.7729	0.6208
7698	4.1-ngram.next_system_utterance__barnwell riverside area	1.7729	0.6209
7699	4.1-ngram.next_system_utterance__arbury barnwell riverside	1.7729	0.6209
7700	4.1-ngram.next_system_utterance__magdalene college people	1.7717	0.6211
7701	4.1-ngram.next_system_utterance__bistro outstanding	1.7704	0.6214
7702	4.1-ngram.next_system_utterance__located 24 cambridge	1.7697	0.6216
7703	4.1-ngram.next_system_utterance__hinton chesterton trumpington	1.7679	0.6219
7704	4.1-ngram.current_user_utterance__im looking cheap	1.7676	0.6220
7705	4.1-ngram.current_user_utterance__television tv	1.7636	0.6229
7706	4.1-ngram.next_system_utterance__restaurant outstanding restaurant	1.7634	0.6229
7707	4.1-ngram.next_system_utterance__food place	1.7621	0.6232
7708	4.1-ngram.next_system_utterance__riverside restaurant	1.7619	0.6233
7709	4.1-ngram.next_system_utterance__mediterranean food outstanding	1.7615	0.6234
7710	4.1-ngram.current_user_utterance__looking moderately	1.7597	0.6237
7711	4.1-ngram.current_user_utterance__does internet connection	1.7572	0.6243
7712	4.1-ngram.current_user_utterance__french restaurant river	1.7561	0.6245
7713	4.1-ngram.current_user_utterance__restaurant river area	1.7561	0.6245
7714	4.1-ngram.next_system_utterance__pub indian	1.7559	0.6246
7715	5-phrase_feature__noun_phrases__current_user_utterance__background	1.7557	0.6246
7716	5-phrase_feature__noun_phrases__next_user_utterance__ah	1.7557	0.6246
7717	7-syntactic_feature__root_word__next_user_utterance__connection	1.7557	0.6246
7718	7-syntactic_feature__root_word__next_user_utterance__cough	1.7557	0.6246
7719	4.1-ngram.current_user_utterance__priced restaurant new	1.7550	0.6248
7720	4.1-ngram.next_system_utterance__located 24 milton	1.7520	0.6254
7721	4.1-ngram.next_system_utterance__hakka located	1.7520	0.6254
7722	4.1-ngram.next_system_utterance__hakka located 24	1.7520	0.6254
7723	4.1-ngram.next_user_utterance__ok whats address	1.7520	0.6254
7724	4.1-ngram.next_system_utterance__hall saint	1.7513	0.6256
7725	4.1-ngram.next_user_utterance__looking pub castle	1.7511	0.6256
7726	4.1-ngram.next_user_utterance__pub castle	1.7511	0.6256
7727	4.1-ngram.next_user_utterance__pub castle hill	1.7511	0.6256
7728	4.1-ngram.next_system_utterance__postcode cb4 1jy	1.7485	0.6262
7729	4.1-ngram.next_system_utterance__1jy	1.7485	0.6262
7730	4.1-ngram.next_system_utterance__cb4 1jy	1.7485	0.6262
7731	4.1-ngram.next_system_utterance__french spanish traditional	1.7475	0.6264
7732	4.1-ngram.next_system_utterance__example french spanish	1.7475	0.6264
7733	4.1-ngram.next_system_utterance__ranch 01223322772	1.7475	0.6264
7734	4.1-ngram.next_system_utterance__number ranch 01223322772	1.7475	0.6264
7735	4.1-ngram.next_system_utterance__number ranch	1.7475	0.6264
7736	4.1-ngram.next_system_utterance__phone number ranch	1.7475	0.6264
7737	4.1-ngram.next_system_utterance__central trumpington area	1.7466	0.6266
7738	4.1-ngram.next_system_utterance__central trumpington	1.7466	0.6266
7739	5-phrase_feature__noun_phrases__next_system_utterance__serving_international_food	1.7444	0.6271
7740	4.1-ngram.next_system_utterance__casbah area postcode	1.7437	0.6273
7741	4.1-ngram.next_system_utterance__al casbah area	1.7437	0.6273
7742	4.1-ngram.next_system_utterance__casbah area	1.7437	0.6273
7743	4.1-ngram.next_system_utterance__cafe food	1.7412	0.6278
7744	4.1-ngram.next_user_utterance__thats cheap	1.7409	0.6279
7745	4.1-ngram.next_system_utterance__andrews street serves	1.7391	0.6283
7746	4.1-ngram.next_system_utterance__street serves mediterranean	1.7391	0.6283
7747	4.1-ngram.next_system_utterance__street serves	1.7391	0.6283
7748	4.1-ngram.next_user_utterance__perfect	1.7387	0.6284
7749	4.1-ngram.next_user_utterance__range food	1.7370	0.6287
7750	4.1-ngram.next_user_utterance__price range food	1.7370	0.6287
7751	4.1-ngram.next_system_utterance__example holy trinity	1.7369	0.6288
7752	4.1-ngram.next_system_utterance__venue example holy	1.7369	0.6288
7753	4.1-ngram.next_system_utterance__example holy	1.7369	0.6288
7754	7-syntactic_feature__root_word__next_user_utterance__sil	1.7361	0.6289
7755	4.1-ngram.current_user_utterance__try	1.7360	0.6289
7756	4.1-ngram.next_system_utterance__hall gallery high	1.7354	0.6291
7757	4.1-ngram.next_system_utterance__clare hall gallery	1.7354	0.6291
7758	4.1-ngram.next_system_utterance__hall gallery	1.7354	0.6291
7759	4.1-ngram.next_system_utterance__pub food moderate	1.7350	0.6292
7760	4.1-ngram.next_system_utterance__restaurant milton park	1.7346	0.6293
7761	4.1-ngram.next_system_utterance__thai restaurant milton	1.7346	0.6293
7762	4.1-ngram.next_system_utterance__restaurant milton	1.7346	0.6293
7763	4.1-ngram.next_system_utterance__east asian japanese	1.7301	0.6303
7764	4.1-ngram.next_system_utterance__asian japanese	1.7301	0.6303
7765	7-syntactic_feature__root_word__current_user_utterance__ya	1.7285	0.6306
7766	4.1-ngram.next_system_utterance__restaurant area postcode	1.7273	0.6309
7767	4.1-ngram.next_system_utterance__restaurant area	1.7273	0.6309
7768	4.1-ngram.next_system_utterance__phone number 01223812196	1.7271	0.6309
7769	4.1-ngram.next_system_utterance__number 01223812196	1.7271	0.6309
7770	4.1-ngram.next_system_utterance__drinks snacks american	1.7246	0.6315
7771	4.1-ngram.next_system_utterance__snacks american	1.7246	0.6315
7772	4.1-ngram.next_system_utterance__east asian american	1.7243	0.6316
7773	4.1-ngram.next_system_utterance__asian american	1.7243	0.6316
7774	4.1-ngram.next_user_utterance__noise restaurant	1.7241	0.6316
7775	4.1-ngram.next_system_utterance__grafton centre phone	1.7238	0.6317
7776	4.1-ngram.next_system_utterance__centre phone number	1.7238	0.6317
7777	4.1-ngram.next_system_utterance__number 01223322666	1.7238	0.6317
7778	4.1-ngram.next_system_utterance__phone number 01223322666	1.7238	0.6317
7779	4.1-ngram.next_system_utterance__centre phone	1.7238	0.6317
7780	4.1-ngram.next_system_utterance__addenbrooke town great	1.7222	0.6320
7781	4.1-ngram.current_user_utterance__thats cheap	1.7222	0.6320
7782	4.1-ngram.current_user_utterance__restaurant newnham	1.7200	0.6325
7783	4.1-ngram.next_system_utterance__mary wandlebury	1.7190	0.6327
7784	4.1-ngram.next_system_utterance__mary wandlebury country	1.7190	0.6327
7785	4.1-ngram.next_system_utterance__saint mary wandlebury	1.7190	0.6327
7786	4.1-ngram.next_system_utterance__continental middleeastern	1.7177	0.6330
7787	4.1-ngram.next_system_utterance__venue example great	1.7173	0.6331
7788	4.1-ngram.next_system_utterance__example great	1.7173	0.6331
7789	4.1-ngram.next_system_utterance__example great saint	1.7173	0.6331
7790	4.1-ngram.next_system_utterance__belvedere homerton street	1.7170	0.6332
7791	4.1-ngram.next_system_utterance__belvedere	1.7170	0.6332
7792	4.1-ngram.next_system_utterance__belvedere homerton	1.7170	0.6332
7793	4.1-ngram.next_system_utterance__homerton	1.7170	0.6332
7794	4.1-ngram.next_system_utterance__homerton street	1.7170	0.6332
7795	4.1-ngram.next_system_utterance__unit belvedere	1.7170	0.6332
7796	4.1-ngram.next_system_utterance__unit belvedere homerton	1.7170	0.6332
7797	4.1-ngram.next_system_utterance__japanese vegetarian	1.7168	0.6332
7798	4.1-ngram.next_system_utterance__restaurant outstanding	1.7142	0.6338
7799	4.1-ngram.next_system_utterance__strover gallery saint	1.7135	0.6339
7800	4.1-ngram.next_system_utterance__bistro sturton	1.7120	0.6343
7801	4.1-ngram.next_system_utterance__backstreet bistro sturton	1.7120	0.6343
7802	4.1-ngram.next_system_utterance__bistro sturton street	1.7120	0.6343
7803	4.1-ngram.next_user_utterance__chinese takeaway	1.7097	0.6348
7804	4.1-ngram.next_system_utterance__polonia 01223902138	1.7097	0.6348
7805	4.1-ngram.next_system_utterance__phone number polonia	1.7097	0.6348
7806	4.1-ngram.next_system_utterance__number polonia 01223902138	1.7097	0.6348
7807	4.1-ngram.next_system_utterance__number polonia	1.7097	0.6348
7808	4.1-ngram.current_user_utterance__cheap cheap	1.7094	0.6349
7809	8.1-lda_feature.next_system_utterance__topic_14	1.7094	0.6349
7810	4.1-ngram.next_system_utterance__mex food moderate	1.7093	0.6349
7811	4.1-ngram.next_system_utterance__drinks snacks japanese	1.7058	0.6356
7812	4.1-ngram.next_system_utterance__snacks japanese	1.7058	0.6356
7813	4.1-ngram.next_system_utterance__fitzwilliam museum primavera	1.7058	0.6357
7814	4.1-ngram.next_system_utterance__hill girton area	1.7048	0.6359
7815	4.1-ngram.next_user_utterance__number type food	1.7042	0.6360
7816	4.1-ngram.next_user_utterance__number type	1.7042	0.6360
7817	4.1-ngram.next_user_utterance__phone number type	1.7042	0.6360
7818	4.1-ngram.next_user_utterance__uh cheap	1.7018	0.6365
7819	4.1-ngram.current_user_utterance__restaurant unitelligible	1.6998	0.6370
7820	4.1-ngram.next_system_utterance__casbah great restaurant	1.6996	0.6370
7821	4.1-ngram.current_user_utterance__mexican tex	1.6994	0.6371
7822	4.1-ngram.next_system_utterance__price range great	1.6992	0.6371
7823	4.1-ngram.next_system_utterance__range great	1.6992	0.6371
7824	4.1-ngram.next_user_utterance__um phone	1.6990	0.6372
7825	4.1-ngram.next_user_utterance__um phone number	1.6990	0.6372
7826	4.1-ngram.next_system_utterance__hill chesterton area	1.6985	0.6373
7827	4.1-ngram.current_user_utterance__restaurant river	1.6984	0.6373
7828	4.1-ngram.next_system_utterance__greek food cheap	1.6966	0.6377
7829	4.1-ngram.next_system_utterance__allows children great	1.6963	0.6378
7830	4.1-ngram.next_system_utterance__children great	1.6963	0.6378
7831	4.1-ngram.next_system_utterance__children great pub	1.6963	0.6378
7832	4.1-ngram.next_user_utterance__unintelligible area	1.6954	0.6380
7833	4.1-ngram.next_system_utterance__northern european fastfood	1.6940	0.6383
7834	4.1-ngram.next_system_utterance__european fastfood	1.6940	0.6383
7835	4.1-ngram.next_system_utterance__example barnwell new	1.6928	0.6385
7836	4.1-ngram.next_system_utterance__traditional	1.6914	0.6388
7837	4.1-ngram.next_system_utterance__hinton town outstanding	1.6903	0.6391
7838	4.1-ngram.next_user_utterance__want restaurant	1.6897	0.6392
7839	4.1-ngram.next_user_utterance__thanks good bye	1.6887	0.6394
7840	4.1-ngram.next_user_utterance__thanks good	1.6887	0.6394
7841	4.1-ngram.current_user_utterance__need phone number	1.6886	0.6395
7842	4.1-ngram.current_user_utterance__need phone	1.6886	0.6395
7843	4.1-ngram.current_user_utterance__looking restaurant chesterton	1.6871	0.6398
7844	4.1-ngram.next_system_utterance__restaurant new	1.6857	0.6401
7845	4.1-ngram.next_system_utterance__restaurant new chesterton	1.6857	0.6401
7846	4.1-ngram.next_system_utterance__information food	1.6843	0.6404
7847	4.1-ngram.next_system_utterance__sorry information food	1.6843	0.6404
7848	4.1-ngram.current_user_utterance__want contemporary	1.6840	0.6405
7849	4.1-ngram.current_user_utterance__want contemporary restaurant	1.6840	0.6405
7850	4.1-ngram.next_system_utterance__sitar tandoori outstanding	1.6837	0.6406
7851	4.1-ngram.next_system_utterance__tandoori outstanding	1.6837	0.6406
7852	4.1-ngram.current_user_utterance__uh phone	1.6837	0.6406
7853	4.1-ngram.current_user_utterance__uh phone number	1.6837	0.6406
7854	4.1-ngram.next_system_utterance__ditton town great	1.6836	0.6406
7855	7-syntactic_feature__root_word__next_system_utterance__01223505022	1.6835	0.6406
