dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc3.#percent=1.#feature=124,LR.pen=l1.C=1,0.775513944796,0.702762326739,0.644194144152,0.662328892402,48.3836855888,0.00933048725128
