dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,12-[7+1.3.4],LR.pen=l1.C=1.000000,0.824868651489,0.764809032497,0.688002210203,0.712156160861
dstc3,next,12-[7+1.3.4],LR.pen=l1.C=1.000000,0.78125,0.719949659027,0.681296751551,0.697508019926
family,next,12-[7+1.3.4],LR.pen=l1.C=1.000000,0.879261363636,0.741968112673,0.678783940295,0.691991414429
ghome,next,12-[7+1.3.4],LR.pen=l1.C=1.000000,0.883141762452,0.698559003725,0.588610683102,0.614340026675
