dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,all,4-syntactic,LR.pen=l1.C=2.000000,0.741424959505,0.619379144971,0.599554465379,0.606337584339
dstc3,all,4-syntactic,LR.pen=l1.C=2.000000,0.723775421461,0.600847839452,0.576600915101,0.584169752021
family,all,4-syntactic,LR.pen=l1.C=2.000000,0.836174660974,0.638554231912,0.591659056595,0.606041339335
ghome,all,4-syntactic,LR.pen=l1.C=2.000000,0.838614127559,0.54726901129,0.505261507907,0.51911096763
