id,name,prefix,chi2,pval
48,b'2.1-user_action_words.next_user_utterance__address',b'2.1',298.2324,0.0000
49,b'5-phrase_feature__noun_phrases__next_system_utterance__graffiti',b'5',288.3986,0.0000
50,b'7-syntactic_feature__root_word__next_system_utterance__hear',b'7',275.1309,0.0000
51,b'5-phrase_feature__noun_phrases__current_user_utterance__west_area',b'5',253.6909,0.0000
52,b'3-time_feature__start_of_session',b'3',251.2757,0.0000
53,b'5-phrase_feature__noun_phrases__current_user_utterance__other_restaurants',b'5',234.8438,0.0000
54,b'2.1-user_action_words.current_user_utterance__part',b'2.1',234.8438,0.0000
55,b'5-phrase_feature__noun_phrases__next_system_utterance__river_bar',b'5',232.5560,0.0000
56,b'5-phrase_feature__noun_phrases__current_user_utterance__thailand',b'5',229.7694,0.0000
57,b'7-syntactic_feature__root_word__next_user_utterance__els',b'7',229.6936,0.0000
58,b'5-phrase_feature__noun_phrases__next_system_utterance__regent_street',b'5',225.3114,0.0000
59,b'5-phrase_feature__noun_phrases__next_system_utterance__stazione_restaurant',b'5',225.1980,0.0000
60,b'5-phrase_feature__noun_phrases__next_user_utterance__west',b'5',218.1127,0.0000
61,b'7-syntactic_feature__root_word__next_user_utterance__venu',b'7',212.9693,0.0000
62,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant',b'5',203.3834,0.0000
63,b'5-phrase_feature__noun_phrases__next_system_utterance__christmas_restaurant_right',b'5',202.0640,0.0000
64,b'5-phrase_feature__noun_phrases__current_user_utterance__little_seouls_phone',b'5',197.0900,0.0000
65,b'7-syntactic_feature__root_word__next_user_utterance__about',b'7',190.6533,0.0000
66,b'5-phrase_feature__noun_phrases__next_user_utterance__day',b'5',182.0303,0.0000
67,b'5-phrase_feature__noun_phrases__next_user_utterance__mail',b'5',182.0303,0.0000
68,b'2.1-user_action_words.next_user_utterance__list',b'2.1',180.8363,0.0000
69,b'5-phrase_feature__noun_phrases__next_system_utterance__church',b'5',176.8154,0.0000
70,b'7-syntactic_feature__root_word__next_system_utterance__lodg',b'7',167.3413,0.0000
71,b'7-syntactic_feature__root_word__next_user_utterance__moroccan',b'7',165.5871,0.0000
72,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket_road_fen',b'5',165.3979,0.0000
73,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut_city',b'5',165.3979,0.0000
74,b'5-phrase_feature__noun_phrases__current_user_utterance__hutt',b'5',164.8138,0.0000
75,b'7-syntactic_feature__root_word__current_user_utterance__moroccan',b'7',163.3082,0.0000
76,b'7-syntactic_feature__root_word__current_user_utterance__ha',b'7',162.3414,0.0000
77,b'5-phrase_feature__noun_phrases__current_user_utterance__iam_looking',b'5',162.2314,0.0000
78,b'5-phrase_feature__noun_phrases__next_system_utterance__castle_street_city',b'5',157.4047,0.0000
79,b'2.1-user_action_words.next_user_utterance__tell',b'2.1',156.4017,0.0000
80,b'5-phrase_feature__noun_phrases__next_system_utterance__rest',b'5',152.2358,0.0000
81,b'5-phrase_feature__noun_phrases__next_system_utterance__street_cherry',b'5',145.0070,0.0000
82,b'5-phrase_feature__noun_phrases__next_system_utterance__street_cherry_hinton',b'5',145.0070,0.0000
83,b'5-phrase_feature__noun_phrases__next_system_utterance__burger_kitchen',b'5',140.4303,0.0000
84,b'7-syntactic_feature__obj_word__next_user_utterance__system',b'7',139.3320,0.0000
85,b'7-syntactic_feature__obj_word__current_user_utterance__restaur',b'7',137.9798,0.0000
86,b'2.1-user_action_words.current_user_utterance__moder',b'2.1',137.8490,0.0000
87,b'7-syntactic_feature__root_word__next_system_utterance__john',b'7',136.9965,0.0000
88,b'7-syntactic_feature__root_word__next_system_utterance__nando',b'7',136.5506,0.0000
89,b'5-phrase_feature__noun_phrases__next_system_utterance__polynesian_restaurant_right',b'5',135.5719,0.0000
90,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton_way_cherry',b'5',135.5719,0.0000
91,b'5-phrase_feature__noun_phrases__next_system_utterance__portuguese_food',b'5',135.5719,0.0000
92,b'7-syntactic_feature__subj_word__next_system_utterance__bistro',b'7',133.4241,0.0000
93,b'5-phrase_feature__noun_phrases__next_user_utterance__chinses',b'5',132.3345,0.0000
94,b'5-phrase_feature__noun_phrases__current_user_utterance__fen_ditton',b'5',130.6582,0.0000
95,b'2.1-user_action_words.current_user_utterance__food',b'2.1',130.6582,0.0000
96,b'7-syntactic_feature__root_word__next_system_utterance__812660',b'7',129.5442,0.0000
97,b'5-phrase_feature__noun_phrases__next_user_utterance__portuguese_food',b'5',127.9285,0.0000
98,b'5-phrase_feature__noun_phrases__next_user_utterance__portuguese',b'5',127.0196,0.0000
99,b'2.1-user_action_words.next_user_utterance__phone',b'2.1',127.0196,0.0000
100,b'5-phrase_feature__noun_phrases__current_user_utterance__expensive_price',b'5',122.9698,0.0000
101,b'7-syntactic_feature__obj_word__next_user_utterance__restaur',b'7',121.7859,0.0000
102,b'5-phrase_feature__noun_phrases__current_user_utterance__priced_chinese_restaurant',b'5',120.8797,0.0000
103,b'1-utterance_length.current_user_utterance__utterance_length',b'1',116.8619,0.0000
104,b'5-phrase_feature__noun_phrases__current_user_utterance__portuguese_food',b'5',116.1049,0.0000
105,b'2.1-user_action_words.current_user_utterance__post',b'2.1',116.0051,0.0000
106,b'5-phrase_feature__noun_phrases__current_user_utterance__portuguese',b'5',116.0051,0.0000
107,b'5-phrase_feature__noun_phrases__next_system_utterance__finders_corner',b'5',113.8363,0.0000
108,b'5-phrase_feature__noun_phrases__current_user_utterance__christmas',b'5',112.5779,0.0000
109,b'7-syntactic_feature__root_word__next_system_utterance__rose',b'7',111.9276,0.0000
110,b'5-phrase_feature__noun_phrases__next_user_utterance__good_day',b'5',108.7359,0.0000
111,b'5-phrase_feature__noun_phrases__next_system_utterance__thompsons_lane',b'5',108.2744,0.0000
112,b'2.1-user_action_words.current_user_utterance__south',b'2.1',107.6069,0.0000
113,b'5-phrase_feature__noun_phrases__next_system_utterance__price',b'5',105.6693,0.0000
114,b'5-phrase_feature__noun_phrases__next_system_utterance__c.b',b'5',104.4754,0.0000
115,b'7-syntactic_feature__root_word__next_user_utterance__what',b'7',103.4077,0.0000
116,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_restaurant',b'5',102.9983,0.0000
117,b'5-phrase_feature__noun_phrases__next_system_utterance__hill_city_centre',b'5',102.9983,0.0000
118,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_pricerange',b'5',102.9983,0.0000
119,b'5-phrase_feature__noun_phrases__next_user_utterance__repeat',b'5',101.0589,0.0000
120,b'7-syntactic_feature__root_word__next_user_utterance__bistro',b'7',100.9391,0.0000
121,b'2.1-user_action_words.current_user_utterance__expens',b'2.1',98.0038,0.0000
122,b'7-syntactic_feature__root_word__current_user_utterance__portuges',b'7',96.6242,0.0000
123,b'5-phrase_feature__noun_phrases__next_user_utterance__different_restaurant',b'5',96.3159,0.0000
124,b'7-syntactic_feature__subj_word__next_user_utterance__great',b'7',92.8786,0.0000
125,b'5-phrase_feature__noun_phrases__next_system_utterance__expensive_european_food',b'5',92.3837,0.0000
126,b'5-phrase_feature__noun_phrases__next_system_utterance__exchange_street',b'5',92.3837,0.0000
127,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry',b'5',91.8150,0.0000
128,b'5-phrase_feature__noun_phrases__current_user_utterance__sorry_im',b'5',91.3523,0.0000
129,b'5-phrase_feature__noun_phrases__next_system_utterance__panasian_food',b'5',90.5671,0.0000
130,b'5-phrase_feature__noun_phrases__next_user_utterance__different_res',b'5',90.4062,0.0000
131,b'7-syntactic_feature__root_word__next_user_utterance__goodby',b'7',88.3515,0.0000
132,b'5-phrase_feature__noun_phrases__next_system_utterance__newnham',b'5',86.2284,0.0000
133,b'7-syntactic_feature__root_word__next_user_utterance__korea',b'7',86.0467,0.0000
134,b'5-phrase_feature__noun_phrases__next_system_utterance__cafe',b'5',84.6162,0.0000
135,b'5-phrase_feature__noun_phrases__next_system_utterance__caffe',b'5',84.6162,0.0000
136,b'5-phrase_feature__noun_phrases__next_system_utterance__lane_huntingdon_road',b'5',84.6162,0.0000
137,b'5-phrase_feature__noun_phrases__next_system_utterance__lebanese_food',b'5',84.6162,0.0000
138,b'5-phrase_feature__noun_phrases__next_user_utterance__other_options',b'5',84.6009,0.0000
139,b'2.1-user_action_words.next_user_utterance__number',b'2.1',84.6009,0.0000
140,b'7-syntactic_feature__root_word__current_user_utterance__venu',b'7',83.8932,0.0000
141,b'7-syntactic_feature__root_word__next_system_utterance__arm',b'7',83.0472,0.0000
142,b'7-syntactic_feature__subj_word__next_system_utterance__sure',b'7',82.8715,0.0000
143,b'5-phrase_feature__noun_phrases__current_user_utterance__taquita',b'5',80.5602,0.0000
144,b'7-syntactic_feature__obj_word__current_user_utterance__venu',b'7',80.4661,0.0000
145,b'7-syntactic_feature__subj_word__next_user_utterance__center',b'7',79.0722,0.0000
146,b'5-phrase_feature__noun_phrases__next_user_utterance__thailand',b'5',78.9951,0.0000
147,b'2.1-user_action_words.current_user_utterance__north',b'2.1',78.9246,0.0000
148,b'6-entity_feature__entity__next_system_utterance__183_NUMBER',b'6',78.7023,0.0000
149,b'5-phrase_feature__noun_phrases__next_system_utterance__vinci',b'5',75.8060,0.0000
150,b'5-phrase_feature__noun_phrases__next_system_utterance__church_trinity',b'5',75.8060,0.0000
151,b'5-phrase_feature__noun_phrases__next_system_utterance__church_trinity_street',b'5',75.8060,0.0000
152,b'5-phrase_feature__noun_phrases__next_system_utterance__parade_city_centre',b'5',75.8060,0.0000
153,b'5-phrase_feature__noun_phrases__next_system_utterance__park',b'5',75.8060,0.0000
154,b'5-phrase_feature__noun_phrases__next_system_utterance__lebanese_restaurant_right',b'5',75.8060,0.0000
155,b'5-phrase_feature__next_noun_phrases__jaccard_similarity',b'5',73.1872,0.0000
156,b'5-phrase_feature__next_noun_phrases__have_overlap',b'5',73.1872,0.0000
157,b'7-syntactic_feature__root_word__next_system_utterance__84',b'7',72.6609,0.0000
158,b'5-phrase_feature__noun_phrases__next_system_utterance__phone',b'5',71.9939,0.0000
159,b'2.1-user_action_words.next_user_utterance__centr',b'2.1',70.6843,0.0000
160,b'7-syntactic_feature__root_word__current_user_utterance__go',b'7',70.0985,0.0000
161,b'7-syntactic_feature__subj_word__current_user_utterance__i',b'7',68.9991,0.0000
162,b'7-syntactic_feature__root_word__next_system_utterance__curri',b'7',68.7830,0.0000
163,b'6-entity_feature__entity__next_system_utterance__259988_NUMBER',b'6',67.6685,0.0000
164,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside_brasserie',b'5',66.8059,0.0000
165,b'2.1-user_action_words.next_user_utterance__show',b'2.1',65.8608,0.0000
166,b'5-phrase_feature__noun_phrases__next_user_utterance__sounds',b'5',65.6755,0.0000
167,b'5-phrase_feature__noun_phrases__next_system_utterance__baba',b'5',65.2953,0.0000
168,b'7-syntactic_feature__root_word__next_user_utterance__i',b'7',64.9121,0.0000
169,b'5-phrase_feature__noun_phrases__next_system_utterance__nandos',b'5',64.3178,0.0000
170,b'5-phrase_feature__noun_phrases__next_system_utterance__n.x',b'5',64.3178,0.0000
171,b'5-phrase_feature__noun_phrases__next_system_utterance__bedouin',b'5',63.6816,0.0000
172,b'5-phrase_feature__noun_phrases__next_system_utterance__thai_food',b'5',63.6816,0.0000
173,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode',b'5',61.8198,0.0000
174,b'5-phrase_feature__noun_phrases__next_system_utterance__r.h',b'5',61.8198,0.0000
175,b'5-phrase_feature__noun_phrases__next_system_utterance__pipasha',b'5',61.5518,0.0000
176,b'5-phrase_feature__noun_phrases__next_system_utterance__huntingdon',b'5',61.5518,0.0000
177,b'5-phrase_feature__noun_phrases__next_system_utterance__huntingdon_road',b'5',61.5518,0.0000
178,b'5-phrase_feature__noun_phrases__next_system_utterance__hotel_felix',b'5',59.5489,0.0000
179,b'5-phrase_feature__noun_phrases__next_user_utterance__system',b'5',59.4699,0.0000
180,b'5-phrase_feature__noun_phrases__next_system_utterance__n.f',b'5',58.8267,0.0000
181,b'7-syntactic_feature__obj_word__next_system_utterance__someth',b'7',57.9953,0.0000
182,b'5-phrase_feature__noun_phrases__next_system_utterance__lensfield_road',b'5',57.8199,0.0000
183,b'5-phrase_feature__noun_phrases__next_system_utterance__seafood',b'5',57.8199,0.0000
184,b'7-syntactic_feature__root_word__current_user_utterance__catalan',b'7',57.1775,0.0000
185,b'5-phrase_feature__noun_phrases__next_system_utterance__free_school_lane',b'5',56.4696,0.0000
186,b'2.1-user_action_words.next_user_utterance__next',b'2.1',55.7591,0.0000
187,b'7-syntactic_feature__root_word__next_system_utterance__don',b'7',55.6370,0.0000
188,b'7-syntactic_feature__root_word__next_user_utterance__catalan',b'7',55.4890,0.0000
189,b'2.1-user_action_words.next_user_utterance__matter',b'2.1',55.2154,0.0000
190,b'7-syntactic_feature__root_word__next_user_utterance__matter',b'7',54.8946,0.0000
191,b'5-phrase_feature__noun_phrases__current_user_utterance__noise_looking',b'5',54.8802,0.0000
192,b'5-phrase_feature__noun_phrases__current_user_utterance__canapes',b'5',54.7560,0.0000
193,b'5-phrase_feature__noun_phrases__next_system_utterance__hinton_road_cherry',b'5',54.5964,0.0000
194,b'5-phrase_feature__noun_phrases__next_system_utterance__swiss_restaurant_right',b'5',54.0337,0.0000
195,b'5-phrase_feature__noun_phrases__next_system_utterance__raza',b'5',53.8482,0.0000
196,b'7-syntactic_feature__root_word__next_user_utterance__excel',b'7',53.6636,0.0000
197,b'5-phrase_feature__noun_phrases__next_system_utterance__histon',b'5',53.5840,0.0000
198,b'7-syntactic_feature__root_word__current_user_utterance__nosi',b'7',53.2867,0.0000
199,b'7-syntactic_feature__subj_word__next_system_utterance__rajmah',b'7',53.1345,0.0000
200,b'5-phrase_feature__noun_phrases__next_system_utterance__phone_number',b'5',52.7966,0.0000
201,b'5-phrase_feature__noun_phrases__next_system_utterance__hungarian_restaurant_right',b'5',52.7966,0.0000
202,b'7-syntactic_feature__root_word__current_user_utterance__town',b'7',52.2765,0.0000
203,b'5-phrase_feature__noun_phrases__next_user_utterance__little_seouls',b'5',51.2261,0.0000
204,b'7-syntactic_feature__subj_word__next_system_utterance__baba',b'7',50.9884,0.0000
205,b'5-phrase_feature__noun_phrases__next_system_utterance__road_chesterton',b'5',50.6449,0.0000
206,b'5-phrase_feature__noun_phrases__next_system_utterance__road_cherry_hinton',b'5',50.6449,0.0000
207,b'7-syntactic_feature__obj_word__next_user_utterance__gastropub',b'7',50.2945,0.0000
208,b'7-syntactic_feature__subj_word__next_system_utterance__cookhous',b'7',50.1458,0.0000
209,b'5-phrase_feature__noun_phrases__next_system_utterance__northampton_street',b'5',49.8306,0.0000
210,b'7-syntactic_feature__subj_word__next_system_utterance__kymmoy',b'7',49.8306,0.0000
211,b'2.1-user_action_words.next_user_utterance__els',b'2.1',49.3200,0.0000
212,b'7-syntactic_feature__root_word__current_user_utterance__els',b'7',48.6820,0.0000
213,b'7-syntactic_feature__root_word__next_user_utterance__canap',b'7',47.9025,0.0000
214,b'7-syntactic_feature__root_word__next_user_utterance__select',b'7',47.8723,0.0000
215,b'5-phrase_feature__noun_phrases__next_system_utterance__felix',b'5',47.6547,0.0000
216,b'5-phrase_feature__noun_phrases__next_system_utterance__family_restaurant',b'5',47.6547,0.0000
217,b'5-phrase_feature__noun_phrases__next_system_utterance__darrys_cookhouse',b'5',47.6547,0.0000
218,b'7-syntactic_feature__root_word__next_user_utterance__numeb',b'7',47.2016,0.0000
219,b'7-syntactic_feature__obj_word__current_user_utterance__more',b'7',46.3966,0.0000
220,b'5-phrase_feature__noun_phrases__next_user_utterance__seouls',b'5',45.6777,0.0000
221,b'6-entity_feature__entity__next_system_utterance__369299_NUMBER',b'6',45.2071,0.0000
222,b'5-phrase_feature__noun_phrases__next_system_utterance__city',b'5',45.0425,0.0000
223,b'5-phrase_feature__noun_phrases__next_system_utterance__vinci_pizzeria',b'5',45.0425,0.0000
224,b'5-phrase_feature__noun_phrases__next_system_utterance__w.r',b'5',45.0425,0.0000
225,b'6-entity_feature__entity__next_system_utterance__bridge street city centre_LOCATION',b'6',45.0425,0.0000
226,b'7-syntactic_feature__root_word__next_user_utterance__mexican',b'7',44.8023,0.0000
227,b'6-entity_feature__entity__next_system_utterance__l.n_LOCATION',b'6',44.2184,0.0000
228,b'5-phrase_feature__noun_phrases__next_system_utterance__luca',b'5',44.2184,0.0000
229,b'5-phrase_feature__noun_phrases__next_system_utterance__luca_cucina',b'5',44.2184,0.0000
230,b'5-phrase_feature__noun_phrases__next_system_utterance__luck',b'5',44.2184,0.0000
231,b'7-syntactic_feature__root_word__next_system_utterance__did',b'7',44.0128,0.0000
232,b'5-phrase_feature__noun_phrases__next_system_utterance__anatolia',b'5',44.0128,0.0000
233,b'5-phrase_feature__noun_phrases__next_user_utterance__hutt',b'5',43.7954,0.0000
234,b'5-phrase_feature__noun_phrases__next_system_utterance__tasty_vietnamese_food',b'5',43.5634,0.0000
235,b'6-entity_feature__entity__next_system_utterance__727410_NUMBER',b'6',43.5058,0.0000
236,b'5-phrase_feature__noun_phrases__next_system_utterance__d.p',b'5',43.2248,0.0000
237,b'5-phrase_feature__noun_phrases__next_system_utterance__d.t',b'5',43.2248,0.0000
238,b'5-phrase_feature__noun_phrases__next_system_utterance__vietnamese_food',b'5',43.2248,0.0000
239,b'5-phrase_feature__noun_phrases__next_system_utterance__d.q',b'5',43.2248,0.0000
240,b'5-phrase_feature__noun_phrases__next_system_utterance__vietnamese_restaurant',b'5',43.2248,0.0000
241,b'7-syntactic_feature__subj_word__next_system_utterance__road',b'7',42.9872,0.0000
242,b'7-syntactic_feature__root_word__next_user_utterance__see',b'7',42.9690,0.0000
243,b'5-phrase_feature__noun_phrases__next_system_utterance__zizzi',b'5',42.3817,0.0000
244,b'5-phrase_feature__noun_phrases__next_system_utterance__zizzi_cambridge',b'5',42.3817,0.0000
245,b'5-phrase_feature__noun_phrases__next_system_utterance__nandos_city',b'5',42.2963,0.0000
246,b'5-phrase_feature__noun_phrases__next_system_utterance__saffron',b'5',42.1259,0.0000
247,b'5-phrase_feature__noun_phrases__next_system_utterance__homerton_street',b'5',41.7862,0.0000
248,b'2.2-#user_action_words.current_user_utterance__utterance_length',b'2.2',41.5849,0.0000
249,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut_cherry',b'5',41.5229,0.0000
250,b'5-phrase_feature__noun_phrases__current_user_utterance__turkish_restaurant',b'5',40.8696,0.0000
251,b'7-syntactic_feature__root_word__next_user_utterance__lebanes',b'7',40.8542,0.0000
252,b'5-phrase_feature__noun_phrases__next_system_utterance__st._johns',b'5',40.8475,0.0000
253,b'5-phrase_feature__noun_phrases__next_system_utterance__looking',b'5',40.8475,0.0000
254,b'5-phrase_feature__noun_phrases__next_system_utterance__road',b'5',40.8388,0.0000
255,b'5-phrase_feature__noun_phrases__next_system_utterance__road_cherry',b'5',40.8388,0.0000
256,b'7-syntactic_feature__root_word__current_user_utterance__cough',b'7',40.6646,0.0000
257,b'2.1-user_action_words.current_user_utterance__cheap',b'2.1',40.4641,0.0000
258,b'7-syntactic_feature__subj_word__next_system_utterance__pizzeria',b'7',40.3163,0.0000
259,b'5-phrase_feature__noun_phrases__next_system_utterance__japanese_food',b'5',40.0394,0.0000
260,b'5-phrase_feature__noun_phrases__next_user_utterance__iam_looking',b'5',39.9075,0.0000
261,b'5-phrase_feature__noun_phrases__next_system_utterance__singaporean_food',b'5',39.5368,0.0000
262,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_road',b'5',39.5368,0.0000
263,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_road_chesterton',b'5',39.5368,0.0000
264,b'5-phrase_feature__noun_phrases__next_system_utterance__wagamama',b'5',39.3589,0.0000
265,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_vegetarian_food',b'5',39.3589,0.0000
266,b'5-phrase_feature__noun_phrases__next_user_utterance__chineese_food',b'5',39.3169,0.0000
267,b'5-phrase_feature__noun_phrases__next_user_utterance__modern_european_type',b'5',39.3169,0.0000
268,b'5-phrase_feature__noun_phrases__next_system_utterance__other_lebanese_restaurant',b'5',39.3169,0.0000
269,b'7-syntactic_feature__root_word__next_system_utterance__street',b'7',39.3169,0.0000
270,b'7-syntactic_feature__root_word__current_user_utterance__part',b'7',39.3169,0.0000
271,b'2.3.1-action_jaccard_similarity.next_user_utterance_pairs__jaccard_similarity',b'2.3.1',39.3169,0.0000
272,b'5-phrase_feature__noun_phrases__next_user_utterance__german_food',b'5',39.3169,0.0000
273,b'7-syntactic_feature__root_word__next_user_utterance__cantones',b'7',39.3169,0.0000
274,b'5-phrase_feature__noun_phrases__current_user_utterance__tur',b'5',39.3169,0.0000
275,b'5-phrase_feature__noun_phrases__current_user_utterance__tran_food',b'5',39.3169,0.0000
276,b'7-syntactic_feature__root_word__next_user_utterance__no',b'7',39.3169,0.0000
277,b'5-phrase_feature__noun_phrases__next_user_utterance__good_bye_peace',b'5',39.3169,0.0000
278,b'5-phrase_feature__noun_phrases__current_user_utterance__west_side',b'5',39.3169,0.0000
279,b'5-phrase_feature__noun_phrases__current_user_utterance__alternative',b'5',39.3169,0.0000
280,b'5-phrase_feature__noun_phrases__next_user_utterance__da_vinci',b'5',39.3169,0.0000
281,b'5-phrase_feature__noun_phrases__current_user_utterance__prices',b'5',39.3169,0.0000
282,b'5-phrase_feature__noun_phrases__current_user_utterance__anything',b'5',39.3169,0.0000
283,b'7-syntactic_feature__root_word__current_user_utterance__vegetarian',b'7',39.3169,0.0000
284,b'5-phrase_feature__noun_phrases__next_user_utterance__ah',b'5',39.3169,0.0000
285,b'5-phrase_feature__noun_phrases__next_user_utterance__pan',b'5',39.3169,0.0000
286,b'5-phrase_feature__noun_phrases__current_user_utterance__greek_food',b'5',39.3169,0.0000
287,b'5-phrase_feature__noun_phrases__current_user_utterance__okay_phone',b'5',39.3169,0.0000
288,b'5-phrase_feature__noun_phrases__current_user_utterance__great_whats',b'5',39.3169,0.0000
289,b'5-phrase_feature__noun_phrases__current_user_utterance__good_afternoon_im',b'5',39.3169,0.0000
290,b'7-syntactic_feature__root_word__next_user_utterance__world',b'7',39.3169,0.0000
291,b'7-syntactic_feature__root_word__next_user_utterance__phone',b'7',39.3169,0.0000
292,b'5-phrase_feature__noun_phrases__current_user_utterance__german_food',b'5',39.3169,0.0000
293,b'5-phrase_feature__noun_phrases__current_user_utterance__katalian_food',b'5',39.3169,0.0000
294,b'5-phrase_feature__noun_phrases__current_user_utterance__priced_west_part',b'5',39.3169,0.0000
295,b'5-phrase_feature__noun_phrases__next_system_utterance__burleigh',b'5',39.2672,0.0000
296,b'7-syntactic_feature__root_word__next_system_utterance__prezzo',b'7',39.0314,0.0000
297,b'5-phrase_feature__noun_phrases__next_system_utterance__saigon_city',b'5',38.6290,0.0000
298,b'5-phrase_feature__noun_phrases__next_system_utterance__millers_yard_city',b'5',38.6040,0.0000
299,b'5-phrase_feature__noun_phrases__next_system_utterance__millers_yard',b'5',38.6040,0.0000
300,b'5-phrase_feature__noun_phrases__next_system_utterance__millers',b'5',38.6040,0.0000
301,b'5-phrase_feature__noun_phrases__next_user_utterance__im',b'5',38.5620,0.0000
302,b'5-phrase_feature__noun_phrases__next_user_utterance__fusion_food',b'5',38.4958,0.0000
303,b'7-syntactic_feature__root_word__next_user_utterance__um',b'7',38.1739,0.0000
304,b'5-phrase_feature__noun_phrases__current_user_utterance__welsh_food',b'5',38.0635,0.0000
