dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.leave-out-features=1.utt_len.#=38247,LinearSVC.pen=l1.C=1,0.665759427058,0.277158063745,0.263228696297,0.259472211667,40.4355190396,0.029595220089
ghome.leave-out-features=1.utt_len.#=38247,LR.pen=l1.C=1,0.7186690887,0.268483654515,0.252894435687,0.228229967546,11.5092244267,0.0282064437866
ghome.leave-out-features=1.utt_len.#=38247,Random forest,0.721855985173,0.242915102423,0.249788447126,0.21996892697,86.399842906,0.146584188938
