dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc3.leave-out-features=3.time.#=13273,LinearSVC.pen=l1.C=1,0.377118812757,0.264214374687,0.262708492535,0.26043257376,37.3519569993,0.0118003726006
dstc3.leave-out-features=3.time.#=13273,LR.pen=l1.C=1,0.406767538815,0.280727709472,0.263351835955,0.251859283329,13.9846603334,0.0107908844948
dstc3.leave-out-features=3.time.#=13273,Random forest,0.433812950635,0.255868843662,0.258474549655,0.224801965293,21.1953779757,0.0756618201733
