dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,0-all,LR.pen=l1.C=1.000000,0.854175956199,0.825306341644,0.723954238691,0.75132577693
dstc3,next,0-all,LR.pen=l1.C=1.000000,0.820884845241,0.773931826723,0.696097705797,0.721434846085
family,next,0-all,LR.pen=l1.C=1.000000,0.878103967855,0.759856204289,0.696892532264,0.719132746509
ghome,next,0-all,LR.pen=l1.C=1.000000,0.897047691624,0.717376021115,0.634824254736,0.662185064923
