dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
family.leave-out-features=3.time.#=49214,LinearSVC.pen=l1.C=1,0.614972710481,0.253060471388,0.25602782266,0.247887976907,25.6456311822,0.0171960294247
family.leave-out-features=3.time.#=49214,LR.pen=l1.C=1,0.662296369472,0.243214773237,0.252186815643,0.230861645398,35.8008718073,0.0177630364895
family.leave-out-features=3.time.#=49214,Random forest,0.683668301767,0.228398057997,0.249427496472,0.216515967224,112.944103557,0.101368004084
