dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc3.leave-out-features=8.semantic.#=12225,LinearSVC.pen=l1.C=1,0.377926534093,0.262484182039,0.262075275695,0.259399785517,33.9680862278,0.0099668353796
dstc3.leave-out-features=8.semantic.#=12225,LR.pen=l1.C=1,0.406345241518,0.273565564987,0.261365328829,0.248787058251,12.7186941057,0.00976642668247
dstc3.leave-out-features=8.semantic.#=12225,Random forest,0.432286770967,0.256074024855,0.258524067977,0.226319183062,30.2223161608,0.0812765091658
