dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc3.#percent=10.#feature=2138,LR.pen=l1.C=1,0.776805487976,0.706384133367,0.646928834101,0.665350124017,136.683117596,0.233834592501
