dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=40.#feature=15840,LR.pen=l1.C=1,0.870163395183,0.649668311505,0.558124147138,0.573159267929,103.770723925,0.277679395676
