dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,3-phrasal,LR.pen=l1.C=2.000000,0.766200426771,0.643775088884,0.600288955145,0.612497623358
dstc3,next,3-phrasal,LR.pen=l1.C=2.000000,0.737439902774,0.634152379906,0.60422334137,0.614657504626
family,next,3-phrasal,LR.pen=l1.C=2.000000,0.839228716725,0.658788171141,0.606388120232,0.624696113917
ghome,next,3-phrasal,LR.pen=l1.C=2.000000,0.81972121674,0.531684322547,0.494385537729,0.494626801334
