dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=40.#feature=15300,Random forest,0.727043145534,0.391625613224,0.283703078718,0.278968614511,69.1588140345,0.135813593864
ghome.#percent=40.#feature=15300,LinearSVC.pen=l1.C=1,0.723241821803,0.409868148479,0.290664833582,0.290371799263,0.43376853466,0.00420641422272
ghome.#percent=40.#feature=15300,LR.pen=l1.C=1,0.732163229487,0.342241463302,0.257317550516,0.23002962957,0.345848460197,0.00409090042114
