dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.82116220271,0.726633855813,0.700870807601,0.709952595358
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.795237824458,0.711877658356,0.680391400688,0.692293459368
family,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.844934392265,0.679296372287,0.655031222743,0.664184907004
ghome,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.865333079317,0.625241426998,0.598256162769,0.607004015837
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.821594173446,0.727379107174,0.700668390445,0.710063228517
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.791450918741,0.705941905279,0.675412815954,0.686568291281
family,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.851386551984,0.69681950871,0.669636105302,0.679803357128
ghome,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.867863296713,0.62541071135,0.589442193474,0.598871245328
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.815887581215,0.733198598951,0.69235451178,0.706500818951
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.782771385247,0.699066672417,0.666975037183,0.678862201584
family,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.856553867403,0.707460046956,0.673241805688,0.687223548376
ghome,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.868878728223,0.618620710863,0.57542453538,0.581445346651
