dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=80.#feature=29880,LR.pen=l1.C=1,0.869969652989,0.647021513981,0.557237286716,0.57202506799,149.468927312,0.306138127191
