dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
ghome.#percent=1.#feature=382,Random forest,0.736993283154,0.342072945956,0.267779069448,0.243235157648,1.65271573067,0.0188741207123
ghome.#percent=1.#feature=382,LinearSVC.pen=l1.C=1,0.737529955784,0.346271975938,0.26796066751,0.243658967038,0.00766069889069,0.000403165817261
ghome.#percent=1.#feature=382,LR.pen=l1.C=1,0.736285083938,0.2341778157,0.252943401937,0.217911844385,0.0108910799026,0.000470352172852
