dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
family.#percent=100.#feature=49219,Random forest,0.693635599764,0.323541452958,0.276265058767,0.261316723958,81.4993274599,0.108300718665
family.#percent=100.#feature=49219,LinearSVC.pen=l1.C=1,0.663415201889,0.331048934771,0.28158431111,0.277553663091,3.9654055655,0.0085765004158
family.#percent=100.#feature=49219,LR.pen=l1.C=1,0.685664202662,0.305198939176,0.260921810144,0.238091633953,1.28828262091,0.00851791501045
