dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.821057123901,0.726721721818,0.70080068747,0.709920608601
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.794934550888,0.711560974775,0.680126437438,0.692004380235
family,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.844934392265,0.679282230281,0.654789883711,0.664016927353
ghome,next,11-[6+1.3.4],LR.pen=l1.C=2.000000,0.865333079317,0.625698511087,0.598302902488,0.607236015698
