dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2.#percent=80.#feature=7747,Random forest,0.438787613066,0.28225066378,0.265969358378,0.242427454243,23.2068207877,0.069583433015
dstc2.#percent=80.#feature=7747,LinearSVC.pen=l1.C=1,0.462312136081,0.311057389521,0.278916139469,0.253846019943,1.64319924627,0.00217123372214
dstc2.#percent=80.#feature=7747,LR.pen=l1.C=1,0.464264258662,0.287924698289,0.264769907159,0.224632973459,0.464399916785,0.00276240280696
