dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,last,8-skipthought,LinearSVC.pen=l1.C=0.062500,0.844847253187,0.806013263962,0.694242677217,0.71840602219
dstc3,last,8-skipthought,LinearSVC.pen=l1.C=0.062500,0.820223218268,0.774077652339,0.671130273765,0.697087196247
family,last,8-skipthought,LinearSVC.pen=l1.C=2.000000,0.867223129081,0.72290876895,0.656548229135,0.668696093379
ghome,last,8-skipthought,LinearSVC.pen=l1.C=2.000000,0.892650451938,0.682726915382,0.596655413301,0.616001897913
