id,name,prefix,chi2,pval
0,b'3-time_feature__turns_from_start',b'3',10060.3908,0.0000
1,b'3-time_feature__time_ratio',b'3',2854.4766,0.0000
2,b'7-syntactic_feature__subj_word__next_system_utterance__tandoori',b'7',2188.7270,0.0000
3,b'5-phrase_feature__noun_phrases__next_system_utterance__entrance_fee',b'5',1813.1816,0.0000
4,b'5-phrase_feature__noun_phrases__next_system_utterance__little_saint',b'5',1159.8529,0.0000
5,b'7-syntactic_feature__root_word__next_system_utterance__hinton',b'7',1120.8550,0.0000
6,b'7-syntactic_feature__root_word__next_system_utterance__charg',b'7',834.1992,0.0000
7,b'7-syntactic_feature__root_word__next_user_utterance__sure',b'7',774.3776,0.0000
8,b'7-syntactic_feature__root_word__current_user_utterance__uhhh',b'7',696.0335,0.0000
9,b'4.1-ngram.next_system_utterance__yippee',b'4.1',665.9143,0.0000
10,b'7-syntactic_feature__root_word__next_system_utterance__hear',b'7',617.6721,0.0000
11,b'7-syntactic_feature__root_word__next_user_utterance__um',b'7',562.5987,0.0000
12,b'5-phrase_feature__noun_phrases__next_user_utterance__breathing_spanish_restaurant',b'5',560.2088,0.0000
13,b'5-phrase_feature__noun_phrases__next_user_utterance__girton',b'5',554.4238,0.0000
14,b'2.2-#user_action_words.current_user_utterance__utterance_length',b'2.2',543.3024,0.0000
15,b'7-syntactic_feature__root_word__next_system_utterance__no',b'7',541.9996,0.0000
16,b'5-phrase_feature__noun_phrases__next_system_utterance__park',b'5',533.6286,0.0000
17,b'2.1-user_action_words.current_user_utterance__address',b'2.1',518.1937,0.0000
18,b'5-phrase_feature__noun_phrases__current_user_utterance__addonbrookes_area',b'5',517.1957,0.0000
19,b'5-phrase_feature__noun_phrases__next_system_utterance__peas_hill',b'5',511.3760,0.0000
20,b'5-phrase_feature__noun_phrases__next_system_utterance__peking_restaurant',b'5',511.3760,0.0000
21,b'5-phrase_feature__noun_phrases__next_system_utterance__noodle',b'5',511.3760,0.0000
22,b'5-phrase_feature__noun_phrases__next_system_utterance__jinling_noodle',b'5',495.5897,0.0000
23,b'7-syntactic_feature__obj_word__next_system_utterance__pound',b'7',466.5424,0.0000
24,b'5-phrase_feature__noun_phrases__next_user_utterance__northern_european_restaurant',b'5',449.7773,0.0000
25,b'2.1-user_action_words.next_user_utterance__list',b'2.1',449.7773,0.0000
26,b'5-phrase_feature__noun_phrases__next_user_utterance__peking_restaurant',b'5',443.1393,0.0000
27,b'2.1-user_action_words.next_user_utterance__moder',b'2.1',443.1393,0.0000
28,b'7-syntactic_feature__obj_word__next_system_utterance__drink',b'7',442.7794,0.0000
29,b'5-phrase_feature__noun_phrases__next_system_utterance__trumpington',b'5',442.7794,0.0000
30,b'5-phrase_feature__noun_phrases__next_user_utterance__pho',b'5',438.1765,0.0000
31,b'5-phrase_feature__noun_phrases__current_user_utterance__northern_european',b'5',432.7138,0.0000
32,b'2.1-user_action_words.current_user_utterance__number',b'2.1',432.7138,0.0000
33,b'2.1-user_action_words.current_user_utterance__phone',b'2.1',432.1026,0.0000
34,b'5-phrase_feature__noun_phrases__current_user_utterance__peking_restaurant',b'5',432.1026,0.0000
35,b'5-phrase_feature__noun_phrases__current_user_utterance__phnne_number',b'5',430.3287,0.0000
36,b'5-phrase_feature__noun_phrases__next_user_utterance__addonbrookes_area',b'5',421.5448,0.0000
37,b'4.1-ngram.next_system_utterance__yippee noodle bar',b'4.1',421.5448,0.0000
38,b'5-phrase_feature__noun_phrases__next_user_utterance__cafe',b'5',419.7978,0.0000
39,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_country',b'5',415.2967,0.0000
40,b'7-syntactic_feature__obj_word__current_user_utterance__ya',b'7',415.2967,0.0000
41,b'7-syntactic_feature__root_word__next_system_utterance__parad',b'7',404.8427,0.0000
42,b'7-syntactic_feature__root_word__next_system_utterance__f1',b'7',397.1010,0.0000
43,b'7-syntactic_feature__subj_word__next_system_utterance__i',b'7',376.5040,0.0000
44,b'2.1-user_action_words.next_user_utterance__telephon',b'2.1',358.3450,0.0000
45,b'5-phrase_feature__noun_phrases__next_system_utterance__university_botanic_gardens',b'5',356.3895,0.0000
46,b'5-phrase_feature__noun_phrases__next_system_utterance__silver',b'5',344.8455,0.0000
47,b'4.1-ngram.current_user_utterance__addonsbookes area',b'4.1',344.7469,0.0000
48,b'7-syntactic_feature__root_word__next_system_utterance__play',b'7',339.0116,0.0000
49,b'4.1-ngram.next_user_utterance__thai',b'4.1',333.4715,0.0000
50,b'5-phrase_feature__noun_phrases__next_system_utterance__corpus',b'5',332.8822,0.0000
51,b'5-phrase_feature__noun_phrases__next_system_utterance__lynne_strover',b'5',332.8822,0.0000
52,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb4_6df',b'5',332.8822,0.0000
53,b'7-syntactic_feature__root_word__next_user_utterance__contemporari',b'7',326.9468,0.0000
54,b'5-phrase_feature__noun_phrases__next_system_utterance__clare_hall',b'5',317.6879,0.0000
55,b'5-phrase_feature__noun_phrases__next_user_utterance__going',b'5',311.8463,0.0000
56,b'7-syntactic_feature__subj_word__next_system_utterance__kohinoor',b'7',310.9899,0.0000
57,b'4.1-ngram.current_user_utterance__yes restaurant',b'4.1',301.5740,0.0000
58,b'7-syntactic_feature__subj_word__next_system_utterance__eagl',b'7',299.3307,0.0000
59,b'7-syntactic_feature__root_word__next_system_utterance__help',b'7',273.3423,0.0000
60,b'1-utterance_length.current_user_utterance__utterance_length',b'1',255.2932,0.0000
61,b'7-syntactic_feature__root_word__next_system_utterance__have',b'7',253.6060,0.0000
62,b'5-phrase_feature__noun_phrases__current_user_utterance__vhurch',b'5',251.1847,0.0000
63,b'4.1-ngram.next_user_utterance__cafe',b'4.1',249.4201,0.0000
64,b'5-phrase_feature__noun_phrases__next_user_utterance__regency_gallery',b'5',240.2505,0.0000
65,b'5-phrase_feature__noun_phrases__current_user_utterance__repeat_address',b'5',235.1914,0.0000
66,b'4.1-ngram.next_user_utterance__doesnt matter',b'4.1',234.8901,0.0000
67,b'4.1-ngram.next_user_utterance__addonbrookes area',b'4.1',232.4335,0.0000
68,b'4.1-ngram.next_user_utterance__doesnt',b'4.1',229.8376,0.0000
69,b'5-phrase_feature__noun_phrases__next_system_utterance__other_children',b'5',229.3330,0.0000
70,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_spanish',b'5',226.5808,0.0000
71,b'4.1-ngram.next_user_utterance__breathing sil',b'4.1',223.3413,0.0000
72,b'4.1-ngram.next_user_utterance__gallery',b'4.1',221.3249,0.0000
73,b'4.1-ngram.next_user_utterance__girton',b'4.1',220.4684,0.0000
74,b'2.3.1-action_jaccard_similarity.next_user_utterance_pairs__jaccard_similarity',b'2.3.1',220.2308,0.0000
75,b'4.1-ngram.next_user_utterance__thank address phone',b'4.1',218.6260,0.0000
76,b'4.1-ngram.next_user_utterance__thank bu',b'4.1',215.8310,0.0000
77,b'5-phrase_feature__noun_phrases__next_user_utterance__vhurch',b'5',214.6384,0.0000
78,b'5-phrase_feature__noun_phrases__next_system_utterance__granta',b'5',210.5947,0.0000
79,b'5-phrase_feature__noun_phrases__next_system_utterance__play',b'5',199.0477,0.0000
80,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_park_english',b'5',195.4431,0.0000
81,b'7-syntactic_feature__root_word__next_user_utterance__whisper',b'7',192.6696,0.0000
82,b'7-syntactic_feature__root_word__next_user_utterance__mex',b'7',192.4609,0.0000
83,b'5-phrase_feature__noun_phrases__next_system_utterance__star',b'5',191.0994,0.0000
84,b'4.1-ngram.next_system_utterance__european middleeastern',b'4.1',187.8127,0.0000
85,b'4.1-ngram.current_user_utterance__phone num',b'4.1',187.0974,0.0000
86,b'4.1-ngram.current_user_utterance__perfect',b'4.1',185.5460,0.0000
87,b'5-phrase_feature__noun_phrases__next_system_utterance__regency_gallery',b'5',182.7536,0.0000
88,b'4.1-ngram.current_user_utterance__num',b'4.1',182.4017,0.0000
89,b'4.1-ngram.next_user_utterance__good day',b'4.1',182.2327,0.0000
90,b'4.1-ngram.next_user_utterance__thank good bye',b'4.1',178.8764,0.0000
91,b'7-syntactic_feature__root_word__current_user_utterance__price',b'7',177.4425,0.0000
92,b'5-phrase_feature__noun_phrases__next_system_utterance__fulbourn',b'5',171.6527,0.0000
93,b'3-time_feature__start_of_session',b'3',170.5127,0.0000
94,b'4.1-ngram.next_user_utterance__nosie',b'4.1',169.3241,0.0000
95,b'4.1-ngram.next_user_utterance__particular',b'4.1',167.7216,0.0000
96,b'4.1-ngram.next_user_utterance__perfect',b'4.1',167.0499,0.0000
97,b'7-syntactic_feature__root_word__next_user_utterance__pleas',b'7',155.9230,0.0000
98,b'4.1-ngram.current_user_utterance__restaruant',b'4.1',154.6493,0.0000
99,b'4.1-ngram.next_system_utterance__loch fyne located',b'4.1',150.2643,0.0000
100,b'7-syntactic_feature__root_word__next_system_utterance__saint',b'7',149.1464,0.0000
101,b'2.1-user_action_words.next_user_utterance__food',b'2.1',147.3281,0.0000
102,b'7-syntactic_feature__root_word__next_system_utterance__galleri',b'7',146.7035,0.0000
103,b'5-phrase_feature__noun_phrases__current_user_utterance__takeaway_restaurant',b'5',145.6289,0.0000
104,b'5-phrase_feature__noun_phrases__next_user_utterance__looking_fo',b'5',143.8108,0.0000
105,b'7-syntactic_feature__root_word__next_system_utterance__pavilion',b'7',137.5642,0.0000
106,b'7-syntactic_feature__subj_word__next_user_utterance__hous',b'7',137.4681,0.0000
107,b'7-syntactic_feature__subj_word__current_user_utterance__hous',b'7',136.7150,0.0000
108,b'6-entity_feature__entity__next_system_utterance__84_NUMBER',b'6',135.6486,0.0000
109,b'5-phrase_feature__noun_phrases__next_system_utterance__avery',b'5',133.8949,0.0000
110,b'7-syntactic_feature__root_word__next_system_utterance__86',b'7',132.5613,0.0000
111,b'7-syntactic_feature__subj_word__next_system_utterance__taverna',b'7',131.9496,0.0000
112,b'5-phrase_feature__noun_phrases__next_system_utterance__anthropology',b'5',130.4845,0.0000
113,b'5-phrase_feature__noun_phrases__next_user_utterance__ditton_ar',b'5',128.3749,0.0000
114,b'7-syntactic_feature__root_word__next_system_utterance__69-73',b'7',118.9033,0.0000
115,b'4.1-ngram.current_user_utterance__want vegetarian restaurant',b'4.1',117.0458,0.0000
116,b'7-syntactic_feature__root_word__next_user_utterance__bark',b'7',113.9109,0.0000
117,b'6-entity_feature__entity__next_system_utterance__5 pounds_MONEY',b'6',113.2600,0.0000
118,b'5-phrase_feature__noun_phrases__next_user_utterance__expensive_restaurant_romsey',b'5',109.7686,0.0000
119,b'4.1-ngram.next_user_utterance__repeat phone',b'4.1',108.9029,0.0000
120,b'5-phrase_feature__noun_phrases__next_user_utterance__fe',b'5',108.4262,0.0000
121,b'5-phrase_feature__noun_phrases__next_user_utterance__denton',b'5',108.4262,0.0000
122,b'5-phrase_feature__noun_phrases__current_user_utterance__post',b'5',107.4588,0.0000
123,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_regional_college',b'5',107.3777,0.0000
124,b'5-phrase_feature__noun_phrases__next_system_utterance__scott_polar',b'5',106.9947,0.0000
125,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket',b'5',105.3207,0.0000
126,b'5-phrase_feature__noun_phrases__next_system_utterance__new_chesterton_part',b'5',105.3207,0.0000
127,b'4.1-ngram.next_system_utterance__kettle yard pembroke',b'4.1',105.2468,0.0000
128,b'4.1-ngram.next_system_utterance__looking chinese venue',b'4.1',105.2468,0.0000
129,b'5-phrase_feature__noun_phrases__next_user_utterance__polar_museum',b'5',103.2587,0.0000
130,b'6-entity_feature__entity__next_system_utterance__176_NUMBER',b'6',103.1301,0.0000
131,b'7-syntactic_feature__root_word__next_user_utterance__well',b'7',102.8412,0.0000
132,b'7-syntactic_feature__root_word__next_system_utterance__american',b'7',102.6693,0.0000
133,b'4.1-ngram.next_user_utterance__ya ah',b'4.1',99.4695,0.0000
134,b'7-syntactic_feature__obj_word__current_user_utterance__pub',b'7',99.3218,0.0000
135,b'4.1-ngram.next_system_utterance__let confirm',b'4.1',99.0139,0.0000
136,b'5-phrase_feature__noun_phrases__next_system_utterance__cb1_2qa',b'5',98.9364,0.0000
137,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb1_2qa',b'5',98.9364,0.0000
138,b'4.1-ngram.current_user_utterance__telephone number post',b'4.1',98.8662,0.0000
139,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton',b'5',98.4406,0.0000
140,b'2.1-user_action_words.next_user_utterance__add',b'2.1',97.9754,0.0000
141,b'5-phrase_feature__noun_phrases__next_user_utterance__anything',b'5',97.6922,0.0000
142,b'5-phrase_feature__noun_phrases__next_user_utterance__laughing',b'5',95.2432,0.0000
143,b'4.1-ngram.next_system_utterance__kettle yard people',b'4.1',95.0734,0.0000
144,b'4.1-ngram.next_system_utterance__kettle yard scott',b'4.1',95.0734,0.0000
145,b'4.1-ngram.next_system_utterance__range internet',b'4.1',95.0734,0.0000
146,b'4.1-ngram.next_system_utterance__price range don',b'4.1',94.8001,0.0000
147,b'4.1-ngram.next_system_utterance__range great restaurant',b'4.1',94.8001,0.0000
148,b'5-phrase_feature__noun_phrases__next_system_utterance__wandlebury',b'5',94.7995,0.0000
149,b'7-syntactic_feature__obj_word__next_user_utterance__type',b'7',94.4334,0.0000
150,b'6-entity_feature__entity__next_system_utterance__43-45_NUMBER',b'6',93.6761,0.0000
151,b'7-syntactic_feature__subj_word__next_system_utterance__70',b'7',92.7249,0.0000
152,b'1-utterance_length.next_user_utterance__utterance_length',b'1',91.9102,0.0000
153,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_leisure_park',b'5',91.7260,0.0000
154,b'4.1-ngram.next_user_utterance__want vegetarian',b'4.1',91.4395,0.0000
155,b'7-syntactic_feature__root_word__current_user_utterance__museum',b'7',90.6671,0.0000
156,b'6-entity_feature__entity__next_system_utterance__33_NUMBER',b'6',89.5664,0.0000
157,b'5-phrase_feature__noun_phrases__next_system_utterance__trinity_street',b'5',86.9930,0.0000
158,b'5-phrase_feature__noun_phrases__next_system_utterance__anything',b'5',86.5666,0.0000
159,b'5-phrase_feature__noun_phrases__next_system_utterance__great',b'5',86.1426,0.0000
160,b'5-phrase_feature__noun_phrases__next_user_utterance__takeaway_restaurant',b'5',85.6848,0.0000
161,b'5-phrase_feature__noun_phrases__next_system_utterance__chinese_venue',b'5',85.6462,0.0000
162,b'5-phrase_feature__noun_phrases__next_system_utterance__barnwell_part',b'5',85.1925,0.0000
163,b'5-phrase_feature__noun_phrases__next_system_utterance__pembroke',b'5',85.1925,0.0000
164,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_price_range',b'5',85.1925,0.0000
165,b'5-phrase_feature__noun_phrases__next_system_utterance__bridge',b'5',84.0501,0.0000
166,b'6-entity_feature__entity__next_system_utterance__tram depot_ORGANIZATION',b'6',83.8955,0.0000
167,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_park',b'5',83.5297,0.0000
168,b'5-phrase_feature__noun_phrases__next_system_utterance__milton_country_park',b'5',83.5297,0.0000
169,b'7-syntactic_feature__root_word__current_user_utterance__sound',b'7',83.5126,0.0000
170,b'5-phrase_feature__noun_phrases__next_user_utterance__hoodington',b'5',82.9665,0.0000
171,b'5-phrase_feature__noun_phrases__next_user_utterance__priced_restaurants',b'5',81.3746,0.0000
172,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton',b'5',81.2450,0.0000
173,b'6-entity_feature__entity__next_system_utterance__70_NUMBER',b'6',81.1778,0.0000
174,b'5-phrase_feature__noun_phrases__next_system_utterance__christi',b'5',81.1585,0.0000
175,b'5-phrase_feature__noun_phrases__next_system_utterance__asian_venue',b'5',80.9973,0.0000
176,b'5-phrase_feature__noun_phrases__current_user_utterance__laughing_restaurant',b'5',80.9568,0.0000
177,b'4.1-ngram.next_user_utterance__looking thia restaurant',b'4.1',80.6833,0.0000
178,b'5-phrase_feature__noun_phrases__next_system_utterance__nando',b'5',80.3539,0.0000
179,b'5-phrase_feature__noun_phrases__next_system_utterance__anchor',b'5',79.9664,0.0000
180,b'4.1-ngram.next_system_utterance__hedges town serves',b'4.1',79.9664,0.0000
181,b'7-syntactic_feature__root_word__next_system_utterance__felix',b'7',79.9664,0.0000
182,b'4.1-ngram.next_system_utterance__pound 95 price',b'4.1',78.9269,0.0000
183,b'7-syntactic_feature__root_word__next_user_utterance__harea',b'7',78.7491,0.0000
184,b'7-syntactic_feature__root_word__next_system_utterance__lane',b'7',78.4996,0.0000
185,b'5-phrase_feature__noun_phrases__current_user_utterance__care_dont_care',b'5',78.4460,0.0000
186,b'4.1-ngram.next_system_utterance__turkish vegetarian',b'4.1',78.2133,0.0000
187,b'4.1-ngram.next_system_utterance__food hear',b'4.1',78.2133,0.0000
188,b'4.1-ngram.next_system_utterance__food greek',b'4.1',78.2133,0.0000
189,b'4.1-ngram.next_system_utterance__turkish food expensive',b'4.1',78.2133,0.0000
190,b'4.1-ngram.next_system_utterance__like drinks snacks',b'4.1',78.2133,0.0000
191,b'4.1-ngram.next_system_utterance__turkish food moderate',b'4.1',78.2133,0.0000
192,b'7-syntactic_feature__root_word__next_user_utterance__n',b'7',78.1672,0.0000
193,b'5-phrase_feature__noun_phrases__next_user_utterance__hum',b'5',76.8764,0.0000
194,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry',b'5',76.8686,0.0000
195,b'5-phrase_feature__noun_phrases__next_system_utterance__wine_ranges',b'5',76.8598,0.0000
196,b'5-phrase_feature__noun_phrases__next_system_utterance__wine',b'5',76.8598,0.0000
197,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_science_park',b'5',76.4447,0.0000
198,b'5-phrase_feature__noun_phrases__current_user_utterance__hedges',b'5',76.0173,0.0000
199,b'5-phrase_feature__noun_phrases__current_user_utterance__caslte_hill',b'5',75.9360,0.0000
200,b'6-entity_feature__entity__next_system_utterance__cambridge leisure park_ORGANIZATION',b'6',74.5649,0.0000
201,b'5-phrase_feature__noun_phrases__next_system_utterance__great_venue',b'5',74.5415,0.0000
202,b'4.1-ngram.next_user_utterance__does television',b'4.1',73.5668,0.0000
203,b'4.1-ngram.current_user_utterance__does takeaway',b'4.1',72.9991,0.0000
204,b'6-entity_feature__entity__next_system_utterance__24 pounds_MONEY',b'6',72.5980,0.0000
205,b'4.1-ngram.next_user_utterance__does takeaway',b'4.1',71.5229,0.0000
206,b'5-phrase_feature__noun_phrases__next_system_utterance__price',b'5',71.4656,0.0000
207,b'7-syntactic_feature__root_word__current_user_utterance__ha',b'7',71.1030,0.0000
208,b'5-phrase_feature__noun_phrases__next_system_utterance__hedges',b'5',70.6891,0.0000
209,b'6-entity_feature__entity__next_system_utterance__hotel du vin_MISC',b'6',70.6727,0.0000
210,b'5-phrase_feature__noun_phrases__current_user_utterance__id',b'5',70.5478,0.0000
211,b'6-entity_feature__entity__next_system_utterance__cambridge contemporary art_ORGANIZATION',b'6',70.5144,0.0000
212,b'7-syntactic_feature__obj_word__next_system_utterance__fee',b'7',70.2282,0.0000
213,b'5-phrase_feature__noun_phrases__current_user_utterance__holy_trinity_vhurch',b'5',69.6436,0.0000
214,b'7-syntactic_feature__root_word__next_user_utterance__clear',b'7',68.7038,0.0000
215,b'7-syntactic_feature__root_word__next_user_utterance__hum',b'7',67.8629,0.0000
216,b'4.1-ngram.next_system_utterance__phoenix 01223233766',b'4.1',67.0234,0.0000
217,b'4.1-ngram.next_system_utterance__northern european middleeastern',b'4.1',67.0234,0.0000
218,b'4.1-ngram.next_system_utterance__phoenix girton',b'4.1',67.0234,0.0000
219,b'5-phrase_feature__noun_phrases__next_system_utterance__land_park',b'5',66.7216,0.0000
220,b'5-phrase_feature__noun_phrases__next_system_utterance__kymmoy',b'5',66.7216,0.0000
221,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb4_3jp',b'5',66.4517,0.0000
222,b'6-entity_feature__entity__next_system_utterance__01223902138_NUMBER',b'6',66.4517,0.0000
223,b'5-phrase_feature__noun_phrases__next_user_utterance__doenst_matter',b'5',66.3848,0.0000
224,b'7-syntactic_feature__root_word__current_user_utterance__click',b'7',66.1584,0.0000
225,b'4.1-ngram.next_system_utterance__town great restaurant',b'4.1',65.8548,0.0000
226,b'4.1-ngram.next_system_utterance__milton road phone',b'4.1',65.8548,0.0000
227,b'4.1-ngram.next_system_utterance__town great pub',b'4.1',65.8548,0.0000
228,b'4.1-ngram.next_system_utterance__milton road',b'4.1',65.8548,0.0000
229,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside',b'5',65.7068,0.0000
230,b'5-phrase_feature__noun_phrases__current_user_utterance__postcode',b'5',65.6961,0.0000
231,b'6-entity_feature__entity__next_system_utterance__japanese_MISC',b'6',65.6828,0.0000
232,b'4.1-ngram.current_user_utterance__postal code venue',b'4.1',65.6016,0.0000
233,b'4.1-ngram.current_user_utterance__whats',b'4.1',65.4413,0.0000
234,b'7-syntactic_feature__root_word__next_user_utterance__london',b'7',65.2483,0.0000
235,b'5-phrase_feature__noun_phrases__next_system_utterance__other_internet',b'5',65.1824,0.0000
236,b'4.1-ngram.next_system_utterance__example central king',b'4.1',64.6833,0.0000
237,b'4.1-ngram.next_system_utterance__looking east asian',b'4.1',64.6833,0.0000
238,b'5-phrase_feature__noun_phrases__next_system_utterance__addenbrooke',b'5',64.3940,0.0000
239,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_regional',b'5',64.3940,0.0000
240,b'5-phrase_feature__noun_phrases__next_system_utterance__9jz',b'5',64.3940,0.0000
241,b'5-phrase_feature__noun_phrases__next_user_utterance__doent_matter',b'5',64.2521,0.0000
242,b'5-phrase_feature__noun_phrases__next_system_utterance__n_grill',b'5',64.1300,0.0000
243,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_leisure',b'5',64.0749,0.0000
244,b'7-syntactic_feature__subj_word__next_system_utterance__street',b'7',63.9509,0.0000
245,b'6-entity_feature__entity__next_system_utterance__museum of technology_MISC',b'6',63.7538,0.0000
246,b'6-entity_feature__entity__next_system_utterance__red bull_ORGANIZATION',b'6',63.6785,0.0000
247,b'2.1-user_action_words.current_user_utterance__price',b'2.1',63.5241,0.0000
248,b'4.1-ngram.next_system_utterance__nanna mexico located',b'4.1',63.5214,0.0000
249,b'5-phrase_feature__noun_phrases__next_system_utterance__n',b'5',63.3533,0.0000
250,b'4.1-ngram.next_system_utterance__park unit g5',b'4.1',63.3013,0.0000
251,b'4.1-ngram.next_system_utterance__venue cherry hinton',b'4.1',63.3013,0.0000
252,b'4.1-ngram.next_system_utterance__looking indian venue',b'4.1',63.3013,0.0000
253,b'4.1-ngram.next_system_utterance__nanna mexico outstanding',b'4.1',63.3013,0.0000
254,b'4.1-ngram.next_system_utterance__nanna mexico serves',b'4.1',63.3013,0.0000
255,b'4.1-ngram.next_system_utterance__park unit',b'4.1',63.3013,0.0000
256,b'4.1-ngram.next_system_utterance__looking italian',b'4.1',63.3013,0.0000
257,b'4.1-ngram.next_system_utterance__park terrace',b'4.1',63.3013,0.0000
258,b'5-phrase_feature__noun_phrases__next_user_utterance__fen_ditton',b'5',63.1525,0.0000
259,b'7-syntactic_feature__subj_word__next_system_utterance__doubletre',b'7',63.0134,0.0000
260,b'2.1-user_action_words.next_user_utterance__help',b'2.1',62.8438,0.0000
261,b'6-entity_feature__entity__next_system_utterance__cherry hinton_LOCATION',b'6',62.6025,0.0000
262,b'7-syntactic_feature__root_word__next_user_utterance__need',b'7',62.4295,0.0000
263,b'7-syntactic_feature__obj_word__current_user_utterance__sort',b'7',62.3773,0.0000
264,b'5-phrase_feature__noun_phrases__next_system_utterance__andrew',b'5',62.3076,0.0000
265,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb5_8je',b'5',62.3074,0.0000
266,b'5-phrase_feature__noun_phrases__next_system_utterance__greek_food',b'5',61.8772,0.0000
267,b'5-phrase_feature__noun_phrases__current_user_utterance__clicking_fenditton',b'5',61.5772,0.0000
268,b'4.1-ngram.next_user_utterance__postal',b'4.1',61.4900,0.0000
269,b'6-entity_feature__entity__next_system_utterance__gourmet burger_ORGANIZATION',b'6',61.2143,0.0000
270,b'5-phrase_feature__noun_phrases__current_user_utterance__unitelligible_restaurant',b'5',61.1993,0.0000
271,b'5-phrase_feature__noun_phrases__next_system_utterance__wok_n_grill',b'5',61.0092,0.0000
272,b'5-phrase_feature__noun_phrases__next_system_utterance__wok_n',b'5',61.0092,0.0000
273,b'5-phrase_feature__noun_phrases__next_system_utterance__wrestlers',b'5',61.0092,0.0000
274,b'7-syntactic_feature__root_word__next_system_utterance__technolog',b'7',60.4315,0.0000
275,b'5-phrase_feature__noun_phrases__next_system_utterance__hughes',b'5',58.6813,0.0000
276,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_fastfood',b'5',58.6300,0.0000
277,b'5-phrase_feature__noun_phrases__next_system_utterance__snacks',b'5',58.2522,0.0000
278,b'7-syntactic_feature__subj_word__next_system_utterance__bar',b'7',57.4783,0.0000
279,b'7-syntactic_feature__root_word__next_user_utterance__don',b'7',57.4457,0.0000
280,b'4.1-ngram.next_user_utterance__fen',b'4.1',57.3468,0.0000
281,b'6-entity_feature__entity__next_system_utterance__trumpington road_LOCATION',b'6',57.3155,0.0000
282,b'7-syntactic_feature__obj_word__next_system_utterance__european',b'7',57.2742,0.0000
283,b'5-phrase_feature__noun_phrases__current_user_utterance__different_area',b'5',56.9368,0.0000
284,b'5-phrase_feature__noun_phrases__current_user_utterance__expensive_texmex',b'5',56.9368,0.0000
285,b'6-entity_feature__entity__next_system_utterance__eagle_MISC',b'6',56.9069,0.0000
286,b'7-syntactic_feature__root_word__next_user_utterance__address',b'7',56.8804,0.0000
287,b'5-phrase_feature__noun_phrases__next_user_utterance__unitelligible_sil',b'5',56.5084,0.0000
288,b'4.1-ngram.next_user_utterance__middle',b'4.1',56.3568,0.0000
289,b'5-phrase_feature__noun_phrases__next_system_utterance__g5',b'5',56.1527,0.0000
290,b'4.1-ngram.next_system_utterance__cappuccino pounds 10',b'4.1',56.0228,0.0000
291,b'4.1-ngram.next_system_utterance__dojo noodle',b'4.1',56.0228,0.0000
292,b'4.1-ngram.next_system_utterance__dojo',b'4.1',56.0228,0.0000
293,b'7-syntactic_feature__root_word__current_user_utterance__giraff',b'7',55.5058,0.0000
294,b'4.1-ngram.next_user_utterance__fast food restaurant',b'4.1',55.3830,0.0000
295,b'4.1-ngram.next_user_utterance__day bye',b'4.1',55.3830,0.0000
296,b'5-phrase_feature__noun_phrases__next_system_utterance__green',b'5',55.1230,0.0000
297,b'5-phrase_feature__noun_phrases__next_system_utterance__castle_galleries',b'5',55.1026,0.0000
298,b'5-phrase_feature__noun_phrases__next_system_utterance__polar',b'5',55.1026,0.0000
299,b'5-phrase_feature__noun_phrases__current_user_utterance__girton_area_system',b'5',55.0577,0.0000
300,b'5-phrase_feature__noun_phrases__current_user_utterance__breathing_texmex_restaurant',b'5',55.0577,0.0000
301,b'6-entity_feature__entity__next_system_utterance__trinity street_ORGANIZATION',b'6',54.8221,0.0000
302,b'5-phrase_feature__noun_phrases__current_user_utterance__fast_food_restaurant',b'5',54.7337,0.0000
303,b'7-syntactic_feature__root_word__next_user_utterance__laugh',b'7',54.3388,0.0000
304,b'4.1-ngram.next_user_utterance__fast food',b'4.1',54.3156,0.0000
305,b'7-syntactic_feature__subj_word__next_system_utterance__cotto',b'7',54.3088,0.0000
306,b'6-entity_feature__entity__next_system_utterance__tea shop_ORGANIZATION',b'6',54.2049,0.0000
307,b'4.1-ngram.next_system_utterance__college whipple museum',b'4.1',53.8629,0.0000
308,b'4.1-ngram.next_system_utterance__lensfield road',b'4.1',53.8629,0.0000
