dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2,Random forest,0.810176308482,0.802359121492,0.636693523158,0.664708930916,10.5997160196,0.165419197083
dstc3,Logistic Regression Classifier.penalty=l1.C=0.1,0.771856111662,0.695301278912,0.615184722675,0.634465737283,21.3418494701,0.0355767965317
ghome,LinearSVC.loss=l2.penalty=l1,0.850906242688,0.603554398168,0.567836059717,0.580233054285,192.520838332,0.238328933716
family,LinearSVC.loss=l2.penalty=l1,0.847203889343,0.637747979273,0.609405927972,0.618720873396,86.1766154528,0.171054267883
