model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2 - LinearSVC+L1-FeatSel,0.792409145367,0.717033713548,0.621017650063,0.63738854655,1.67854952812,0.00253045558929
dstc3 - LinearSVC.loss=l2.penalty=l1,0.77238264012,0.708843195723,0.633409090156,0.655189407428,2.41463446617,0.00108897686005
ghome - LinearSVC.loss=l2.penalty=l2,0.860746971104,0.686581039621,0.571261823965,0.605053365712,0.250465512276,0.000755429267883
family - LinearSVC.loss=l2.penalty=l2,0.871696212515,0.742910843521,0.643248905126,0.677618339671,0.585605502129,0.00114810466766
