model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2 - LinearSVC.loss=l2.penalty=l1,0.768102036741,0.661760474009,0.570009192127,0.584427563947,0.282226443291,0.000324845314026
ghome - LinearSVC.loss=l2.penalty=l2,0.858647006237,0.64012743115,0.549511735828,0.575761844965,0.0559910535812,0.000349879264832
family - LinearSVC.loss=l2.penalty=l2,0.840821667354,0.610382591635,0.554134665535,0.572021890471,0.128270745277,0.000731110572815
