dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.777894717967,0.694403489491,0.646598464475,0.662776693784
dstc3,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.738574502721,0.654068035436,0.621746671031,0.633747862076
family,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.840122112004,0.671929090919,0.628985314865,0.645641069924
ghome,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.857674901039,0.60959092349,0.552890360951,0.568550617849
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.778000693353,0.69553083127,0.646693385411,0.663059849944
dstc3,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.738335674784,0.653398231381,0.622050571485,0.63368267679
family,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.840349384731,0.672009103275,0.629286882131,0.645845042152
ghome,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.857636586863,0.609445191352,0.552956017517,0.568550622117
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.777826458581,0.694472123182,0.646534655091,0.662687057754
dstc3,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.738476273303,0.653199067936,0.621776542014,0.633554431764
family,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.840464590658,0.672879460555,0.62935908825,0.646240902266
ghome,next,18-[8+1.2.3.4],LR.pen=l1.C=1.000000,0.857713215216,0.609276860606,0.553234908117,0.568799275776
