dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,7-d2v,LinearSVC.pen=l1.C=0.500000,0.770742903594,0.69730336815,0.603807946425,0.620611937925
dstc2,next,7-d2v,LinearSVC.pen=l2.C=0.500000,0.749736107541,0.623599131465,0.597643096278,0.60619125118
dstc2,next,7-d2v,LR.pen=l1.C=0.500000,0.777698845807,0.762584930222,0.598533314609,0.616196721333
dstc2,next,7-d2v,LR.pen=l2.C=0.500000,0.762489315792,0.651875255843,0.607502526554,0.620351828862
dstc2,next,7-d2v,RBF SVC with C=0.500000,0.794668655075,0.698440640237,0.596594462994,0.603319676222
dstc3,next,7-d2v,LinearSVC.pen=l1.C=0.500000,0.736604116493,0.638372504161,0.587670890918,0.602096169792
dstc3,next,7-d2v,LinearSVC.pen=l2.C=0.500000,0.718270002676,0.596886485615,0.579649240113,0.58495721601
dstc3,next,7-d2v,LR.pen=l1.C=0.500000,0.752588975114,0.685980525935,0.594224940731,0.615103894533
dstc3,next,7-d2v,LR.pen=l2.C=0.500000,0.724972125591,0.616477788003,0.594546891347,0.601754131353
dstc3,next,7-d2v,RBF SVC with C=0.500000,0.768440036571,0.753097639393,0.565965195735,0.577891881648
family,next,7-d2v,LinearSVC.pen=l1.C=0.500000,0.78753609995,0.577404756333,0.559232887539,0.565213765764
family,next,7-d2v,LinearSVC.pen=l2.C=0.500000,0.759773669011,0.536876310382,0.537477876782,0.535777499032
family,next,7-d2v,LR.pen=l1.C=0.500000,0.804842101959,0.62128143691,0.555200804982,0.575220373227
family,next,7-d2v,LR.pen=l2.C=0.500000,0.778239578101,0.568245174256,0.564455161676,0.564551164399
family,next,7-d2v,RBF SVC with C=0.500000,0.783353214465,0.685322102396,0.447285543043,0.472246488596
ghome,next,7-d2v,LinearSVC.pen=l1.C=0.500000,0.833241252302,0.537590123055,0.515028821956,0.523387958903
ghome,next,7-d2v,LinearSVC.pen=l2.C=0.500000,0.828466797909,0.544848216936,0.540041837385,0.539993087885
ghome,next,7-d2v,LR.pen=l1.C=0.500000,0.846275481044,0.584783323897,0.520122046875,0.54249576807
ghome,next,7-d2v,LR.pen=l2.C=0.500000,0.830183527021,0.544137104068,0.534766113412,0.537145260426
ghome,next,7-d2v,RBF SVC with C=0.500000,0.841891577232,0.523492507879,0.450082938446,0.474825875786
