dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,2-lexical,LR.pen=l1.C=1.000000,0.81685576469,0.808376345705,0.651005940794,0.679614239181
dstc3,next,2-lexical,LR.pen=l1.C=1.000000,0.786303072875,0.782671715781,0.607377111363,0.638566435117
family,next,2-lexical,LR.pen=l1.C=1.000000,0.853179306881,0.722763201899,0.620558271322,0.648523218773
ghome,next,2-lexical,LR.pen=l1.C=1.000000,0.884781651532,0.707938076962,0.5741874891,0.613054810495
