dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,2-lexical,LinearSVC.pen=l1.C=4.000000,0.733996700597,0.600978537727,0.60932373584,0.603135182772
dstc2,next,2-lexical,LinearSVC.pen=l2.C=4.000000,0.704614980006,0.568760168944,0.603708206327,0.57836528846
dstc2,next,2-lexical,LR.pen=l1.C=4.000000,0.758227885932,0.647266028896,0.622052858554,0.630700409219
dstc2,next,2-lexical,LR.pen=l2.C=4.000000,0.729259188419,0.58504516408,0.599029075472,0.589220407835
dstc2,next,2-lexical,RBF SVC with C=4.000000,0.76634220546,0.715892948729,0.584001915509,0.599675597326
dstc3,next,2-lexical,LinearSVC.pen=l1.C=4.000000,0.702218802961,0.582754643058,0.569143855224,0.571582513256
dstc3,next,2-lexical,LinearSVC.pen=l2.C=4.000000,0.652190371064,0.529542797818,0.538473844022,0.531520670619
dstc3,next,2-lexical,LR.pen=l1.C=4.000000,0.733379047364,0.642571519118,0.588986288337,0.602307520509
dstc3,next,2-lexical,LR.pen=l2.C=4.000000,0.696679600392,0.572450518722,0.585971169088,0.577065884166
dstc3,next,2-lexical,RBF SVC with C=4.000000,0.761714499153,0.685249861912,0.572516003295,0.588049341378
family,next,2-lexical,LinearSVC.pen=l1.C=4.000000,0.830024171271,0.623339853515,0.60074667054,0.608854654427
family,next,2-lexical,LinearSVC.pen=l2.C=4.000000,0.72840438222,0.507399645532,0.551665524682,0.522436284284
family,next,2-lexical,LR.pen=l1.C=4.000000,0.847937594174,0.663588528137,0.620601716674,0.63745758538
family,next,2-lexical,LR.pen=l2.C=4.000000,0.808313975389,0.595613729619,0.587971517629,0.58998869694
family,next,2-lexical,RBF SVC with C=4.000000,0.84875847564,0.701938342298,0.617727541481,0.645295525954
ghome,next,2-lexical,LinearSVC.pen=l1.C=4.000000,0.830648165788,0.557512133111,0.534370435893,0.533684555231
ghome,next,2-lexical,LinearSVC.pen=l2.C=4.000000,0.777296204568,0.52327302364,0.55153706196,0.526384784294
ghome,next,2-lexical,LR.pen=l1.C=4.000000,0.855257086006,0.601591652838,0.526519753523,0.542437510746
ghome,next,2-lexical,LR.pen=l2.C=4.000000,0.834228741983,0.579581226463,0.572654210883,0.569330940169
ghome,next,2-lexical,RBF SVC with C=4.000000,0.862285938062,0.569706418323,0.497998852276,0.500987840903
