dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.824814797105,0.73704363519,0.693468508395,0.708287468882
dstc3,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.807309004549,0.732063857387,0.689701188637,0.70464150312
family,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.865185522351,0.727802427888,0.690265633924,0.705001113295
ghome,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.883922440253,0.685502090721,0.608921424182,0.627624944743
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.824851616528,0.737094173277,0.693478410946,0.708316785483
dstc3,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.807242997948,0.732020670085,0.68968904296,0.704614629851
family,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.865242340532,0.727899480938,0.69036178777,0.70510228601
ghome,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.883962236193,0.688134813836,0.609676632515,0.628847599262
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.824851616528,0.737060033089,0.693478410946,0.708300132531
dstc3,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.807444920168,0.73217469103,0.689854241287,0.704780567565
family,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.865071885987,0.727642407744,0.690225633924,0.704892714266
ghome,next,13-[8+1.3.4],LR.pen=l1.C=1.000000,0.883923922017,0.686566427599,0.608855925444,0.627647478547
