dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,7-d2v,LinearSVC.pen=l1.C=1.000000,0.761133093848,0.639588632393,0.596848347701,0.608763483887
dstc2,next,7-d2v,LinearSVC.pen=l2.C=1.000000,0.738419813153,0.600988611274,0.586314117193,0.591304611323
dstc2,next,7-d2v,LR.pen=l1.C=1.000000,0.773360908053,0.719213598686,0.603655928781,0.623222781338
dstc2,next,7-d2v,LR.pen=l2.C=1.000000,0.759345917288,0.643280523554,0.608406198358,0.619645274962
dstc2,next,7-d2v,RBF SVC with C=1.000000,0.81073142741,0.79505769738,0.646637598214,0.670538908465
dstc3,next,7-d2v,LinearSVC.pen=l1.C=1.000000,0.726657412363,0.608824158779,0.587737392678,0.593888104619
dstc3,next,7-d2v,LinearSVC.pen=l2.C=1.000000,0.704277049327,0.579344265069,0.569858435044,0.573032230665
dstc3,next,7-d2v,LR.pen=l1.C=1.000000,0.745525599857,0.653572954245,0.593311068438,0.610185305383
dstc3,next,7-d2v,LR.pen=l2.C=1.000000,0.718215368834,0.603530115862,0.590326286012,0.593772751395
dstc3,next,7-d2v,RBF SVC with C=1.000000,0.778072317367,0.760402321478,0.591794440489,0.613694360317
family,next,7-d2v,LinearSVC.pen=l1.C=1.000000,0.767152184832,0.54439516815,0.54550170616,0.5430645813
family,next,7-d2v,LinearSVC.pen=l2.C=1.000000,0.756041248117,0.534403357389,0.540471347951,0.53613077626
family,next,7-d2v,LR.pen=l1.C=1.000000,0.79691109995,0.609510611891,0.563899149157,0.581126654234
family,next,7-d2v,LR.pen=l2.C=1.000000,0.771958186841,0.557434886864,0.562066876256,0.558081395028
family,next,7-d2v,RBF SVC with C=1.000000,0.802908400301,0.704900175945,0.494577643411,0.530689359742
ghome,next,7-d2v,LinearSVC.pen=l1.C=1.000000,0.830736013209,0.545460624208,0.533898072372,0.537620924378
ghome,next,7-d2v,LinearSVC.pen=l2.C=1.000000,0.819853517072,0.527166522188,0.529973528699,0.526987858367
ghome,next,7-d2v,LR.pen=l1.C=1.000000,0.842208039627,0.557663499279,0.517071241968,0.53169265531
ghome,next,7-d2v,LR.pen=l2.C=1.000000,0.827892085265,0.542834764707,0.540124376484,0.539333643589
ghome,next,7-d2v,RBF SVC with C=1.000000,0.850438178701,0.559845164847,0.474607829457,0.49663321206
