dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,0-all,LR.pen=l1.C=2.000000,0.819297741224,0.771526879942,0.675623307321,0.699556499745
dstc3,next,0-all,LR.pen=l1.C=2.000000,0.790042146107,0.738714790659,0.664055325761,0.686735591189
family,next,0-all,LR.pen=l1.C=2.000000,0.874794387243,0.763964195182,0.665632553472,0.691515860443
ghome,next,0-all,LR.pen=l1.C=2.000000,0.890945576935,0.659298205866,0.583843034443,0.596159229298
