dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,14-[1.3.4],LR.pen=l1.C=1.000000,0.808430512304,0.794411191967,0.645492346202,0.673102624658
dstc3,next,14-[1.3.4],LR.pen=l1.C=1.000000,0.795310074926,0.7868972062,0.622573712332,0.649677804578
family,next,14-[1.3.4],LR.pen=l1.C=1.000000,0.851476330989,0.744695216311,0.625089554532,0.65572468737
ghome,next,14-[1.3.4],LR.pen=l1.C=1.000000,0.882286784784,0.678114636385,0.589937547421,0.618778108263
