dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,1-basic,LR.pen=l1.C=2.000000,0.757061140565,0.589132862983,0.546234794252,0.54347450047
dstc3,next,1-basic,LR.pen=l1.C=2.000000,0.700973262867,0.63666100611,0.505665698978,0.505497928053
family,next,1-basic,LR.pen=l1.C=2.000000,0.718112443496,0.505549236369,0.30740714658,0.311415658967
ghome,next,1-basic,LR.pen=l1.C=2.000000,0.761937511907,0.453470712307,0.290249472518,0.291516831236
