dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,current,7-d2v,LinearSVC.pen=l1.C=0.062500,0.845147128264,0.800096328271,0.697096691419,0.722223718311
dstc2,current,7-d2v,LinearSVC.pen=l2.C=0.062500,0.788709706341,0.65763117294,0.639255222594,0.641908722909
dstc2,current,7-d2v,LR.pen=l1.C=0.062500,0.851052282386,0.842777412611,0.669094090715,0.687321943976
dstc2,current,7-d2v,LR.pen=l2.C=0.062500,0.819797911574,0.745282549748,0.669313252619,0.688916537828
dstc2,current,7-d2v,LinearSVC.pen=l1.C=0.125000,0.837279666234,0.776310490576,0.692237785312,0.714663926256
dstc2,current,7-d2v,LinearSVC.pen=l2.C=0.125000,0.786419550157,0.655934395247,0.637948709195,0.640386537924
dstc2,current,7-d2v,LR.pen=l1.C=0.125000,0.849655714482,0.836286330502,0.681315805039,0.704080413895
dstc2,current,7-d2v,LR.pen=l2.C=0.125000,0.817709784045,0.738858690049,0.671388108501,0.690864600154
dstc2,current,7-d2v,LinearSVC.pen=l1.C=0.250000,0.830817737877,0.765281197362,0.683506213604,0.705424704074
dstc2,current,7-d2v,LinearSVC.pen=l2.C=0.250000,0.78485233379,0.656154231092,0.638345144677,0.64069951386
dstc2,current,7-d2v,LR.pen=l1.C=0.250000,0.848101946767,0.811303346119,0.685028850117,0.707813544862
dstc2,current,7-d2v,LR.pen=l2.C=0.250000,0.81700925865,0.731199980831,0.672063924092,0.690567630754
dstc2,current,7-d2v,LinearSVC.pen=l1.C=0.500000,0.826821097051,0.752526923983,0.681996636016,0.701401874726
dstc2,current,7-d2v,LinearSVC.pen=l2.C=0.500000,0.785368762066,0.655093706914,0.63712105915,0.639409438908
dstc2,current,7-d2v,LR.pen=l1.C=0.500000,0.843041069198,0.819849340109,0.686571661983,0.711920326054
dstc2,current,7-d2v,LR.pen=l2.C=0.500000,0.816304250372,0.735322103984,0.669949765424,0.688388014875
dstc2,current,7-d2v,LinearSVC.pen=l1.C=1.000000,0.822775144498,0.735666402634,0.680372813379,0.697603013362
dstc2,current,7-d2v,LinearSVC.pen=l2.C=1.000000,0.784838885137,0.65378497035,0.636905990834,0.638796828468
