dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.795962056867,0.711392406935,0.658171231988,0.673906374962
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769454888056,0.693603685218,0.643033363254,0.66103801944
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.84068401557,0.670381757082,0.637119571907,0.649987595111
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.851705298364,0.596090468592,0.563583514193,0.573766276627
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.795892004327,0.711124593077,0.658164774034,0.673812302203
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769555458924,0.693858298347,0.643353811025,0.661338325595
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.840740833752,0.67057654748,0.637215725753,0.650118489733
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.851591837599,0.596280107424,0.563733774744,0.573892867528
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.795892004327,0.711066865108,0.658110256378,0.67376368637
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769555458924,0.693536248901,0.643620999647,0.661476550517
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.84068401557,0.670472020552,0.637030540568,0.649972985153
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.851552041659,0.596373092251,0.56370836439,0.573929683432
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.795857874635,0.71102856601,0.658083625928,0.673730716912
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769555458924,0.693571443396,0.643400191049,0.66132168127
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.840740833752,0.670571796572,0.637215725753,0.650118426439
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.851665502424,0.596541470092,0.563505200793,0.573864866657
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.796067135676,0.711261303419,0.658291231988,0.673944631256
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769421104273,0.693944035324,0.64350356688,0.661479737609
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.84068401557,0.670381757082,0.637119571907,0.649987595111
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.85147689507,0.595845288399,0.562815695648,0.573154551677
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.795962056867,0.710751796758,0.657875432414,0.67349131959
dstc3,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.769589242708,0.693762811175,0.643638398845,0.661582982257
family,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.84068401557,0.670243057197,0.636954386722,0.649828981418
ghome,next,16-[6+1.2.3.4],LR.pen=l1.C=1.000000,0.851550559895,0.596388972404,0.56366143622,0.573929519966
