dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,current,6-w2v,LinearSVC.pen=l1.C=0.062500,0.844497887067,0.807766025273,0.69366760976,0.717988409345
dstc3,current,6-w2v,LinearSVC.pen=l1.C=0.062500,0.820355231469,0.774240046767,0.672114062229,0.698421088557
family,current,6-w2v,LinearSVC.pen=l1.C=2.000000,0.868193746861,0.724989373358,0.66020535441,0.672887073593
ghome,current,6-w2v,LinearSVC.pen=l1.C=2.000000,0.892394106814,0.693913413578,0.59721235405,0.617361851185
