dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,2-lexical,LinearSVC.pen=l1.C=1.000000,0.75020322409,0.626685627713,0.617804705199,0.620683129331
dstc2,next,2-lexical,LinearSVC.pen=l2.C=1.000000,0.713344650126,0.57643276143,0.61101462119,0.586323338284
dstc2,next,2-lexical,LR.pen=l1.C=1.000000,0.772224945159,0.686755142081,0.628606275113,0.646272322808
dstc2,next,2-lexical,LR.pen=l2.C=1.000000,0.731517964412,0.586450944922,0.601240032116,0.591305435823
dstc2,next,2-lexical,RBF SVC with C=1.000000,0.756027387435,0.537038312503,0.536280456183,0.532965997831
dstc3,next,2-lexical,LinearSVC.pen=l1.C=1.000000,0.72124810454,0.616015340012,0.587503024165,0.595553826015
dstc3,next,2-lexical,LinearSVC.pen=l2.C=1.000000,0.661280773348,0.536347168627,0.545947321903,0.538944886856
dstc3,next,2-lexical,LR.pen=l1.C=1.000000,0.74384811792,0.659319947121,0.594940144793,0.612252708014
dstc3,next,2-lexical,LR.pen=l2.C=1.000000,0.707808736955,0.590722205454,0.595154550002,0.591143336915
dstc3,next,2-lexical,RBF SVC with C=1.000000,0.764409397021,0.537349028107,0.53092784242,0.519754416475
family,next,2-lexical,LinearSVC.pen=l1.C=1.000000,0.839975200904,0.645535827846,0.608429334423,0.623592131808
family,next,2-lexical,LinearSVC.pen=l2.C=1.000000,0.735175477147,0.514484159412,0.557041162338,0.52963701456
family,next,2-lexical,LR.pen=l1.C=1.000000,0.856152687092,0.683380545091,0.635495589848,0.654042344748
family,next,2-lexical,LR.pen=l2.C=1.000000,0.815322074335,0.606103979955,0.596642726495,0.600268467091
family,next,2-lexical,RBF SVC with C=1.000000,0.830923530889,0.693169661777,0.561778445624,0.583544404922
ghome,next,2-lexical,LinearSVC.pen=l1.C=1.000000,0.847845092187,0.577272780457,0.52544810242,0.535941545633
ghome,next,2-lexical,LinearSVC.pen=l2.C=1.000000,0.779779217205,0.523990813854,0.552711223876,0.527678403848
ghome,next,2-lexical,LR.pen=l1.C=1.000000,0.862698715099,0.634387490402,0.53270047925,0.555524941708
ghome,next,2-lexical,LR.pen=l2.C=1.000000,0.845126055757,0.578769057772,0.559075436347,0.562564422622
ghome,next,2-lexical,RBF SVC with C=1.000000,0.847609068394,0.557615041198,0.457243913102,0.460969348957
