model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2 - LinearSVC.loss=l2.penalty=l1,0.768095047923,0.655443429501,0.565873509733,0.579161470947,0.323724031448,0.000377655029297
ghome - LinearSVC.loss=l2.penalty=l2,0.858637266463,0.639295962894,0.549741558032,0.576695638342,0.0526374578476,0.000333547592163
family - LinearSVC.loss=l2.penalty=l1,0.845463801108,0.611827088239,0.560067027624,0.570671358492,0.304975867271,0.000562429428101
