dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,7-d2v,LinearSVC.pen=l1.C=8.000000,0.748182339827,0.608031099115,0.601510460257,0.603783440722
dstc2,next,7-d2v,LinearSVC.pen=l2.C=8.000000,0.719375325009,0.592711941948,0.581956622541,0.583744031064
dstc2,next,7-d2v,LR.pen=l1.C=8.000000,0.735941076968,0.600449681038,0.588230607886,0.592905076593
dstc2,next,7-d2v,LR.pen=l2.C=8.000000,0.752363077769,0.629188983809,0.598545169523,0.608166718341
dstc2,next,7-d2v,RBF SVC with C=8.000000,0.819999940228,0.768780616971,0.675657563515,0.696961848046
dstc3,next,7-d2v,LinearSVC.pen=l1.C=8.000000,0.71336745161,0.579461447701,0.577532352879,0.57576632908
dstc3,next,7-d2v,LinearSVC.pen=l2.C=8.000000,0.667354049594,0.545642528378,0.546647211622,0.543228934249
dstc3,next,7-d2v,LR.pen=l1.C=8.000000,0.698895058425,0.56958370643,0.568194305893,0.567162665247
dstc3,next,7-d2v,LR.pen=l2.C=8.000000,0.712338328427,0.596961412502,0.587049866821,0.588627343025
dstc3,next,7-d2v,RBF SVC with C=8.000000,0.777050999019,0.722071202177,0.63532712009,0.66068314029
family,next,7-d2v,LinearSVC.pen=l1.C=8.000000,0.759181943747,0.538667981129,0.543983469049,0.539902649321
family,next,7-d2v,LinearSVC.pen=l2.C=8.000000,0.741062908086,0.52014165525,0.533105924802,0.524311663825
family,next,7-d2v,LR.pen=l1.C=8.000000,0.756348882471,0.539323705603,0.544811848044,0.540657466803
family,next,7-d2v,LR.pen=l2.C=8.000000,0.750737694626,0.532059417705,0.550842777486,0.538794078665
family,next,7-d2v,RBF SVC with C=8.000000,0.816442742341,0.670416428316,0.551046899718,0.590504217757
ghome,next,7-d2v,LinearSVC.pen=l1.C=8.000000,0.820244067653,0.527786242121,0.531037491954,0.52778453647
ghome,next,7-d2v,LinearSVC.pen=l2.C=8.000000,0.812227725916,0.517390079803,0.523456992657,0.518429969707
ghome,next,7-d2v,LR.pen=l1.C=8.000000,0.821717364154,0.528854525777,0.530331555465,0.526338950394
ghome,next,7-d2v,LR.pen=l2.C=8.000000,0.820870642027,0.533241976791,0.54258398571,0.536136940867
ghome,next,7-d2v,RBF SVC with C=8.000000,0.861718634237,0.66182208159,0.543096678176,0.57444767975
