dataset,model,accuracy,precision,recall,f1_score,training_time,test_time
dstc2,SGDClassifier.penalty=l1,0.795291533546,0.71726356932,0.666189332657,0.682768666211,0.248450398445,0.000706553459167
dstc3,LinearSVC.loss=l2.penalty=l1,0.767096146496,0.695788090558,0.642443985793,0.65983528626,2.72898960114,0.00134336948395
ghome,BernoulliNB,0.722357303613,0.506319906643,0.582478694518,0.517385120584,0.00369095802307,0.00384986400604
family,LinearSVC.loss=l2.penalty=l1,0.880159529656,0.737298802713,0.692394334324,0.711309441993,0.994724392891,0.00126945972443
