dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,current,,cnn,0.7685849028409534,0.5837991442710837,0.5601438360987258,0.5584224176113277
dstc3,current,,cnn,0.7513803407367764,0.5861608571733629,0.5478912877468115,0.5485267286165615
family,current,,cnn,0.8568175539929683,0.6921703769868788,0.6315716290606437,0.6429139153005181
ghome,current,,cnn,0.8665445269998517,0.6437461940879536,0.5733536141621575,0.5886918802851604
