dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,5-lda,LinearSVC.pen=l1.C=0.062500,0.844708044685,0.809084946133,0.693517561312,0.718088279892
dstc3,next,5-lda,LinearSVC.pen=l1.C=0.062500,0.820326911069,0.775790304851,0.67225190931,0.698682340605
family,next,5-lda,LinearSVC.pen=l1.C=2.000000,0.867172589151,0.721417395531,0.657314322869,0.670116755511
ghome,next,5-lda,LinearSVC.pen=l1.C=2.000000,0.892478143985,0.694348528965,0.597131284681,0.617530896501
