dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,2-lexical,LR.pen=l1.C=1.000000,0.810698313838,0.726224064051,0.665997265091,0.683229721885
dstc3,next,2-lexical,LR.pen=l1.C=1.000000,0.778946012845,0.702591930845,0.629125631206,0.650052982206
family,next,2-lexical,LR.pen=l1.C=1.000000,0.868173342541,0.730103324318,0.663879054394,0.688457754415
ghome,next,2-lexical,LR.pen=l1.C=1.000000,0.885088164941,0.668288335294,0.582150851721,0.607481410557
