dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,all,10-[5+1.3.4],LR.pen=l1.C=2.000000,0.763898495544,0.681612331574,0.614626070635,0.631961953255
dstc3,all,10-[5+1.3.4],LR.pen=l1.C=2.000000,0.741358821693,0.681700343521,0.59761825158,0.61943427718
family,all,10-[5+1.3.4],LR.pen=l1.C=2.000000,0.859404193872,0.707426413756,0.633148668243,0.641142527738
ghome,all,10-[5+1.3.4],LR.pen=l1.C=2.000000,0.864145551534,0.629277839121,0.520393681345,0.541350946117
