dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,8-skipthought,LR.pen=l1.C=1.000000,0.744862076592,0.535820736872,0.537888374266,0.53520997206
dstc3,next,8-skipthought,LR.pen=l1.C=1.000000,0.695860984747,0.547233090948,0.489209880582,0.484920694001
family,next,8-skipthought,LR.pen=l1.C=1.000000,0.786169010547,0.542846811696,0.470180079745,0.470494881561
ghome,next,8-skipthought,LR.pen=l1.C=1.000000,0.812515399759,0.534601481863,0.389719072974,0.422682352982
