dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.831935051972,0.744783675073,0.704535078593,0.718292780895
dstc3,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.80803819909,0.725813582898,0.692009789375,0.704739299789
family,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.856879080864,0.708704027854,0.670144093227,0.684855807177
ghome,next,11-[6+1.3.4],LR.pen=l1.C=1.000000,0.884494189369,0.672402336922,0.60996365974,0.628335098765
