dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,0-all,LR.pen=l1.C=1.000000,0.851344207815,0.82469906885,0.718324560761,0.745715927366
dstc3,next,0-all,LR.pen=l1.C=1.000000,0.819227878869,0.771073517383,0.690884494168,0.716883814037
family,next,0-all,LR.pen=l1.C=1.000000,0.879399799096,0.765995124473,0.700161382795,0.724387759819
ghome,next,0-all,LR.pen=l1.C=1.000000,0.893802840753,0.726360910036,0.626705858251,0.660299082056
