dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc3,current,2-lexical,LinearSVC.pen=l1.C=0.062500,0.39009622246,0.263814085475,0.264398686389,0.261074891417
ghome,current,2-lexical,LinearSVC.pen=l1.C=2.000000,0.655913719015,0.259676764001,0.256517566343,0.254086916164
family,current,2-lexical,LinearSVC.pen=l1.C=2.000000,0.661093043697,0.275925964676,0.259732467838,0.247403046695
dstc2,current,2-lexical,LinearSVC.pen=l1.C=0.062500,0.372622845974,0.250284467804,0.253686132051,0.250657827363
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc3,current,2-lexical,LinearSVC.pen=l1.C=0.062500,0.391096133262,0.261806343244,0.264601176421,0.260677404324
dstc2,current,2-lexical,LinearSVC.pen=l1.C=0.062500,0.379610108605,0.262959547954,0.259455878534,0.257382148652
ghome,current,2-lexical,LinearSVC.pen=l1.C=2.000000,0.645789885904,0.25648967037,0.2556098753,0.253395474055
family,current,2-lexical,LinearSVC.pen=l1.C=2.000000,0.653653314917,0.274901734173,0.259722105859,0.248175041253
